,Annualized Return,Annualized Vol,Sharpe Ratio,Max Drawdown,Skewness,Kurtosis,Cornish-Fisher VaR (5%),Historic CVaR (5%)
Mean Return,31.375086966547162,21.359857063798312,1.0931875303363443,-35.43250655079851,-0.9854223160019747,7.5958993200119655,0.04798884046095022,0.06966415924691495
