,Annualized Return,Annualized Vol,Skewness,Kurtosis,Cornish-Fisher VaR (5%),Historic CVaR (5%),Sharpe Ratio,Max Drawdown
Mean Return,0.15049488484441098,0.1978194956849305,-1.3669588635875598,9.91148903606481,0.04783497280605676,0.06656656666931197,0.40707791971807433,-0.3532384441919775
