,Annualized Return,Annualized Vol,Skewness,Kurtosis,Cornish-Fisher VaR (5%),Historic CVaR (5%),Sharpe Ratio,Max Drawdown
Mean Return,0.12257750769453812,0.2072629666418492,-0.6894002024354527,7.563521499665249,0.047287222791119056,0.06603429404331354,0.26103270737499523,-0.3145235780892921
