Date,Mean Return,Index Return,Strategy Wealth,Index Wealth
2013-10-08,0.020578138887227402,0.029841089670828564,1.0205781388872275,1.0298410896708285
2013-10-15,0.03784485482950104,0.022716000396786073,1.059201770395577,1.0532349602724178
2013-10-22,-0.00714310258849544,0.021306175234400336,1.0516357834877252,1.0756753688989786
2013-10-29,0.028648165162926453,0.0005803708041828906,1.0817632191043252,1.0762996594778662
2013-11-05,0.05360939414046352,0.031714015964294955,1.1397558898839457,1.1104334440609125
2013-11-12,0.02684609413244745,-0.03553304771016169,1.1703538837917817,1.070976359514137
2013-11-19,0.018984718782805186,0.028982069500900216,1.1925727231519325,1.1020154707993968
2013-11-26,0.004867861728411693,-0.01940587834651865,1.1983780022693116,1.0806298926370823
2013-12-09,0.006995649140171419,0.026682876217026162,1.2067614343104873,1.1094642062987359
2013-12-16,0.025260035941137605,-0.029021161050600666,1.237244271513549,1.0772662668878634
2013-12-23,0.062279591078554644,0.025830529857022784,1.3142993388076971,1.1050926253586737
2013-12-30,0.0025437676820496647,0.004324789653299334,1.3176426109902954,1.1098719185107624
2014-01-07,0.02481504158101798,-0.019118066012779256,1.3503399671709408,1.0886533139069436
2014-01-14,-0.004857219156138451,0.006327472641460505,1.3437810700150987,1.0955417379667252
2014-01-21,-0.005903040486621235,0.007411225068288372,1.3358486759536443,1.1036610443585002
2014-01-28,-0.014684602327311393,-0.033990218347760136,1.3162322693777997,1.0661473644788377
2014-02-05,0.03189267770914064,-0.01563405358139923,1.3582104409354365,1.049479159456908
2014-02-12,0.00756740309563296,0.008583323522801342,1.3684885668306923,1.0584871786129644
2014-02-19,0.023813521282699153,0.008690669468054588,1.4010770984420453,1.0676861408184632
2014-02-26,0.027838858243474478,0.013360264259715123,1.440081485173752,1.0819507098062333
2014-02-28,0.02263791081582178,0.006872352794618463,1.4726819214026314,1.0893862567904096
2014-03-10,0.0038520503219085893,0.042159717489622626,1.4783547662720393,1.1353144736137708
2014-03-18,0.008698722802426007,-0.0021896580764696337,1.491214564587485,1.1328285231072894
2014-03-25,0.006869304693637932,0.013375302855781143,1.5014581717952271,1.1479804476875166
2014-03-31,0.0032166571765789463,0.023928273969918253,1.5062878479988655,1.1754496383518929
2014-04-09,0.01296020404381878,0.013557964589113654,1.5258096458576555,1.1913863429249543
2014-04-16,-0.019396668453814186,-0.015972908141667776,1.496214022033323,1.1723564383081766
2014-04-23,0.04041861851258455,0.02525643599376704,1.5566889258030678,1.2019659836541878
2014-04-30,-0.010199635797861116,-0.019916269615567545,1.540811265709313,1.17802730505499
2014-05-07,-0.007497486175835831,-0.011700158646218897,1.5292590545450853,1.164244198696269
2014-05-14,0.028907478533992538,0.06702848352236353,1.573466077837261,1.2422817217845894
2014-05-21,0.06742457018716774,0.03737731929221287,1.6795563518395267,1.288714882350612
2014-05-28,0.02981798272849036,0.011903734267907362,1.729637334130204,1.3040554018572112
2014-06-09,0.05256074857245355,0.06306290851074771,1.8205483671709504,1.386292928357479
2014-06-16,-0.018130470694866382,-0.02259267029225233,1.7875409683513706,1.3549728692986176
2014-06-23,-0.0023703820061528828,-0.0030957452077864183,1.7833038134047292,1.3507782185318058
2014-06-30,0.03730805717491553,0.02256560587616658,1.8498354140354778,1.381259347437305
2014-07-08,0.002589557134228959,-0.0064114987080103065,1.8546256685290428,1.3724034049157836
2014-07-15,-0.02048104883792908,-0.013807844220860462,1.8166409896358224,1.353453472492528
2014-07-22,0.037914170691888134,0.030326254460349245,1.8855174262027556,1.3944986468995797
2014-07-30,-0.030564871735218834,-0.0029993521399377734,1.8278868279163485,1.390316054398861
2014-08-08,0.008860540301741335,-0.01202300477503649,1.8440828928221236,1.3736002778380136
2014-08-18,0.04296017787261143,0.036466781388685456,1.9233050219096017,1.42369105888537
2014-08-25,0.03634557593169151,0.006093007737404784,1.9932086506232207,1.4323656195228327
2014-09-01,0.019694230308436773,0.016739176779919304,2.032463360841363,1.4563422408415039
2014-09-09,0.07302085278387396,0.020045596947796146,2.180875568701978,1.4855354904194629
2014-09-16,-0.021585522600445883,-0.025208870238176716,2.133800229825001,1.4480868190072724
2014-09-23,0.05104678834102373,0.00835250536166897,2.242723878518906,1.4601819719271927
2014-09-30,-0.010351715780097286,-0.00759497586932316,2.2195078383552405,1.449091925085585
2014-10-07,-0.003416023780749962,-0.01159547120275663,2.211925946797858,1.4322890213981079
2014-10-14,-1.0176238671749552e-07,0.002379503071218965,2.211925721706994,1.4356971575233979
2014-10-21,-0.019586261878669613,0.00603321818956135,2.1686023652654756,1.4443590317288695
2014-10-28,0.025802073178464165,0.013640318901248796,2.2245568021890456,1.4640605495295502
2014-11-10,0.019157397694841666,0.003355579583162447,2.2671735215433464,1.4689733212180651
2014-11-17,0.06497559302231785,0.014566534131024489,2.4144844655901223,1.4903711712391525
2014-11-24,-0.026210517155822222,0.008065047796945416,2.351199579082306,1.502391085970386
2014-12-01,-0.01401745678503802,0.002506975933031043,2.31824174058952,1.506157544264914
2014-12-09,0.003761038022626804,-0.016730231375540246,2.3269607359215176,1.4809591800613466
2014-12-16,-0.043111507874420474,-0.035817719723387986,2.22664194983137,1.4279145992281308
2014-12-23,0.01958640381195398,0.027248206951511093,2.2702538582054035,1.466822711736983
2014-12-30,0.016547579669976067,0.004587498135163359,2.307821064795128,1.4735517581916917
2015-01-07,0.026127511005570345,-0.012710794146051583,2.3681186850644496,1.4548217451297647
2015-01-14,0.028746073397387134,0.021399709553871712,2.4361927985990364,1.4859545079281984
