,Annualized Return,Annualized Vol,Sharpe Ratio,Max Drawdown,Skewness,Kurtosis,Cornish-Fisher VaR (5%),Historic CVaR (5%)
Mean Return,17.574263137977255,17.778328568257308,0.5836189837709349,-25.48547405023359,-1.013954686211001,10.790434832022958,0.03984257686190765,0.05365771593738056
