,Annualized Return,Annualized Vol,Sharpe Ratio,Max Drawdown,Skewness,Kurtosis,Cornish-Fisher VaR (5%),Historic CVaR (5%)
Mean Return,35.82128232191732,111.31046214283545,0.24728161169013585,-82.09955689196545,21.710822880379414,517.9511734678673,-3.676871527142036,0.10119858327767729
