,Ticker,Buy Date,Sell Date,Weight,Buy Price,Sell Price,Returns
0,RCOM,2013-10-01,2014-06-27,0.06993006993006995,147.0,147.2,9.514295228580405e-05
1,FINPIPE,2013-10-01,2014-06-27,0.06783216783216785,108.15,277.0,0.10590348163163699
2,HCLTECH,2013-10-01,2014-06-27,0.06573426573426573,542.75,716.5,0.02104344296882298
3,MINDTREE,2013-10-01,2014-06-27,0.06363636363636363,304.775,450.5,0.030427066166546113
4,IDEA,2013-10-01,2014-06-27,0.06153846153846153,169.0,135.25,-0.012289485662266725
5,ESSDEE,2013-10-01,2014-06-27,0.059440559440559426,521.0,576.7,0.006354777659960005
6,BRITANNIA,2013-10-01,2014-06-27,0.057342657342657324,415.65,486.275,0.009743354203837781
7,SUNPHARMA,2013-10-01,2014-06-27,0.05524475524475523,594.7,651.0,0.005229997848124629
8,MANGCHEFER,2013-10-01,2014-06-27,0.05314685314685313,53.95,73.1,0.018864916362599383
9,TCS,2013-10-01,2014-06-27,0.05104895104895103,966.0,1158.5,0.010172798216276473
10,BERGEPAINT,2013-10-01,2014-06-27,0.04895104895104894,77.85714285714286,98.21428571428572,0.01279912747802656
11,TECHM,2013-10-01,2014-06-27,0.046853146853146836,268.0,410.0,0.024825174825174816
12,LUPIN,2013-10-01,2014-06-27,0.04475524475524474,860.0,1029.0,0.008794926004228328
13,UNITDSPR,2013-10-01,2014-06-27,0.042657342657342646,507.16999999999996,509.4,0.0001875621076283591
14,IPCALAB,2013-10-01,2014-06-27,0.040559440559440545,719.0,832.0,0.006374432243695106
15,INFY,2013-10-01,2014-06-27,0.03846153846153845,378.75,400.0,0.0021579080985021574
16,VTL,2013-10-01,2014-06-27,0.036363636363636355,336.9,490.75,0.016605952670066648
17,DABUR,2013-10-01,2014-06-27,0.03426573426573425,170.0,185.0,0.003023447141094199
18,M&MFIN,2013-10-01,2014-06-27,0.03216783216783216,259.95,277.4,0.0021593716919741136
19,DRREDDY,2013-10-01,2014-06-27,0.030069930069930063,2372.95,2510.0,0.0017366922674662006
