,Annualized Return,Annualized Vol,Skewness,Kurtosis,Cornish-Fisher VaR (5%),Historic CVaR (5%),Sharpe Ratio,Max Drawdown
Mean Return,0.019422485813088475,0.12128460003455734,-0.5726864677381629,4.677735049629447,0.02916887771309395,0.0417178668136768,-0.35174360299513274,-0.27254937624393744
