,Ticker,Close,Quantity
1019,NESTLEIND,15909.45,13.0
588,HINDUNILVR,2179.35,92.0
1163,POWERGRID,165.1,1211.0
111,ASIANPAINT,2099.9,95.0
352,DRREDDY,5022.0,40.0
