Factor,Ticker,Close
0.32597693276630096,HINDUNILVR,2498.6
0.45235756941080296,BRITANNIA,5387.0
0.5015855276161768,BAJFINANCE,877.15
0.5044034144353203,GODREJCP,1186.1
0.5175898079804324,DABUR,507.25
0.5595020390604752,BHARTIHEXA,1755.0
0.5640699579804931,PIDILITIND,3081.3
0.5729351436230739,MARICO,703.95
0.5932289400841423,ITC,414.5
0.6167848851120912,SUNPHARMA,1586.9
0.6203776642186949,COLPAL,2207.4
0.6231001433411532,ASIANPAINT,2475.6
0.6487214317541072,ALKEM,4764.0
0.6540897388503526,TORNTPHARM,3573.2
0.6561975769413632,DRREDDY,1211.4
0.7017809625198264,TATACONSUM,1051.0
0.7028481867207026,MANKIND,2467.1
0.7057663700128369,TCS,3036.4
0.712303791337618,UNITDSPR,1291.5
0.7155137182014342,APOLLOHOSP,7084.5
0.7202473690204614,DMART,4170.1
0.7225291092479993,NYKAA,202.13
0.7279899350142434,MARUTI,12590.0
0.731632420061992,MUTHOOTFIN,2617.8
0.7444089062294144,MFSL,1551.5
0.7464037260875025,PATANJALI,1804.7
0.7466491409994669,ICICIBANK,1435.9
0.7569575483717714,INDUSINDBK,782.45
0.7652294710490712,TITAN,3460.2
0.7682765349192001,CIPLA,1485.8
0.7738701455796104,HDFCLIFE,761.55
0.774037934079095,GLENMARK,2019.6
0.778378015113615,HDFCBANK,1973.9
0.7870760298367949,BHARTIARTL,1858.6
0.7967826450545701,AUBANK,739.0
0.7979118214304626,MRF,142715.0
0.800846173384607,SBILIFE,1833.6
0.8054382885148307,ICICIGI,1894.7
0.8228406328476787,KOTAKBANK,1952.7
0.8245935413128715,FEDERALBNK,196.35
0.8271031400000362,ICICIPRULI,610.05
0.827371885930673,SRF,2861.2
0.8276468914035482,HYUNDAI,2120.3
0.844776533796456,SHREECEM,30415.0
0.8510356086169363,HCLTECH,1475.7
0.8569731706064383,ZYDUSLIFE,936.15
0.8633227150365543,PAGEIND,44865.0
0.8696334452839898,VOLTAS,1304.9
0.8797756159170852,BOSCHLTD,38325.0
0.8811870938933168,DIVISLAB,5914.5
0.8817111136214604,HAVELLS,1491.6
0.8869844982626254,NESTLEIND,1096.5
0.8924896699350672,PIIND,3919.1
0.8970703827731372,SBICARD,786.9
0.8982959989167534,ULTRACEMCO,12157.0
0.9145830176021565,VBL,495.95
0.918968183950408,AXISBANK,1058.1
0.9382891578597657,COALINDIA,379.7
0.9454306273964841,PETRONET,273.25
0.9501477726218486,WIPRO,239.05
0.9516797653450979,INFY,1423.1
0.959395399306732,INDIGO,5769.5
0.9647118455073341,GRASIM,2691.6
0.9648921805148868,LUPIN,1918.0
0.9732462463195719,SBIN,804.3
0.9782390255355894,TECHM,1480.4
0.9805634983219513,SOLARINDS,14462.0
0.9936823589398482,HEROMOTOCO,4599.8
1.0010275379726576,LICI,912.95
1.0081918043294806,POWERGRID,284.85
1.0087124296751921,UPL,688.75
1.011917387022117,BAJAJFINSV,1919.2
1.0160936832113014,MAXHEALTH,1245.3
1.0167132191148536,BAJAJ-AUTO,8224.0
1.0188115976113685,RELIANCE,1367.8
1.0222301101596682,ACC,1788.2
1.0270108139486558,INDUSTOWER,332.55
1.0468441944650273,GMRINFRA,89.19
1.0473613621650824,EICHERMOT,5663.0
1.0508655313624282,BPCL,319.45
1.0614383312394076,TATACOMM,1654.5
1.0646741550812828,ASTRAL,1375.8
1.0705192574146816,APOLLOTYRE,434.2
1.0737005509983355,JUBLFOOD,624.45
1.0753955016648842,NTPC,334.75
1.0818759839388525,AMBUJACEM,580.0
1.08489928857559,IOC,139.91
1.085982059566558,JSWSTEEL,1049.2
1.0914936590147466,INDIANB,650.85
1.1040696177756328,BAJAJHFL,112.37
1.12239099863406,ONGC,233.44
1.1236365323036754,APLAPOLLO,1582.6
1.1313180380142691,LTIM,5012.0
1.1496900464236601,HINDPETRO,409.5
1.1603043147366987,HINDALCO,672.75
1.1635186551651917,TIINDIA,2885.7
1.1665884321626405,AUROPHARMA,1042.1
1.1792549382059447,BANKBARODA,239.22
1.1885954254602717,LT,3607.6
1.1985448187316736,COFORGE,1606.8
1.203262174117305,PHOENIXLTD,1417.3
1.2214203612958334,TVSMOTOR,2968.9
1.230207437620751,ESCORTS,3351.7
1.2362847623897442,BAJAJHLDNG,13718.0
1.2384643933763262,M&M,3144.2
1.241504516717325,PNB,103.95
1.2485184584189257,BANKINDIA,110.63
1.2499744356566562,JINDALSTEL,974.1
1.253312701146319,TATAMOTORS,633.7
1.2665735665514064,SONACOMS,445.0
1.2703659286766187,M&MFIN,252.5
1.2913604507836371,CUMMINSIND,3806.9
1.2942773556449696,IRCTC,718.95
1.3003714718204384,SUPREMEIND,4150.5
1.3034110123742502,BIOCON,343.35
1.3040598236049357,TATATECH,659.2
1.3140889331905128,BANDHANBNK,165.19
1.316892932879477,ASHOKLEY,115.42
1.3191170885660473,BEL,384.6
1.3196482643774334,NHPC,81.78
1.3234376967010024,IGL,202.17
1.3258633881126651,CHOLAFIN,1451.1
1.3283013845354856,POLYCAB,6741.0
1.3328221070054131,PERSISTENT,5105.5
1.334716344635014,CANBK,107.89
1.3375616066158647,TATAELXSI,5759.5
1.3397193832118335,JSWENERGY,518.3
1.3468811245476493,ABB,5022.0
1.3504531106110762,EXIDEIND,375.65
1.3546057726319984,GAIL,171.15
1.3556854516340806,TORNTPOWER,1335.8
1.3621530684214995,TATASTEEL,157.95
1.3670777190182721,NTPCGREEN,101.84
1.367277792056262,LTF,195.75
1.3766266438530605,ATGL,584.6
