,Ticker,Close,Quantity
342,DIVISLAB,3093.5,65.0
352,DRREDDY,5022.0,40.0
3050,INFY,1129.05,177.0
271,CIPLA,757.5,264.0
1244,RELIANCE,2106.95,95.0
