,Annualized Return,Annualized Vol,Skewness,Kurtosis,Cornish-Fisher VaR (5%),Historic CVaR (5%),Sharpe Ratio,Max Drawdown
Mean Return,0.18049478906735916,0.1766971402696664,-1.2281179624803589,12.194562161988772,0.040051145584696066,0.052108595537387906,0.6154245030861968,-0.27562634002032854
