,Annualized Return,Annualized Vol,Skewness,Kurtosis,Cornish-Fisher VaR (5%),Historic CVaR (5%),Sharpe Ratio,Max Drawdown
Mean Return,0.11308547474005137,0.1485553915666007,-1.4683652449527935,15.014703565049398,0.03433988340663979,0.04597978663301776,0.3019229643959999,-0.28739468833808307
