,Ticker,Buy Date,Sell Date,Weight,Buy Price,Sell Price,Returns
0,ABGSHIP,2013-04-02,2013-09-30,0.06666666666666667,325.55,330.2,0.0009522346797726877
1,KANSAINER,2013-04-02,2013-09-30,0.06666666666666667,117.75,125.99000000000001,0.004665251238499651
2,KAJARIACER,2013-04-02,2013-09-30,0.06666666666666667,94.75,124.2,0.02072119613016711
3,EICHERMOT,2013-04-02,2013-09-30,0.06666666666666667,253.0,360.8,0.02840579710144928
4,AUTOAXLES,2013-04-02,2013-09-30,0.06666666666666667,297.0,211.0,-0.019304152637485972
5,MAHSEAMLES,2013-04-02,2013-09-30,0.06666666666666667,210.0,181.0,-0.009206349206349206
6,PHOENIXLTD,2013-04-02,2013-09-30,0.06666666666666667,253.9,238.9,-0.003938558487593541
7,GUJALKALI,2013-04-02,2013-09-30,0.06666666666666667,189.35,159.95,-0.01035120147874307
8,CYIENT,2013-04-02,2013-09-30,0.06666666666666667,168.15,201.0,0.013024085637823368
9,SIMPLEXINF,2013-04-02,2013-09-30,0.06666666666666667,115.0,60.4,-0.03165217391304348
10,TCS,2013-04-02,2013-09-30,0.06666666666666667,778.0,977.0,0.017052270779777206
11,CRISIL,2013-04-02,2013-09-30,0.06666666666666667,895.0,1175.05,0.020860335195530724
12,PGHH,2013-04-02,2013-09-30,0.06666666666666667,2477.0,2599.8,0.0033050733414076213
13,INFY,2013-04-02,2013-09-30,0.06666666666666667,366.25,377.525,0.0020523321956769014
14,RADICO,2013-10-01,2014-03-31,0.06666666666666667,136.05,148.4,0.006051696680142101
15,BRFL,2013-10-01,2014-03-31,0.06666666666666667,205.0,207.0,0.0006504065040650406
16,TDPOWERSYS,2013-10-01,2014-03-31,0.06666666666666667,205.0,246.5,0.013495934959349594
17,GITANJALI,2013-10-01,2014-03-31,0.06666666666666667,55.85,57.85,0.0023873470605789314
18,INFINITE,2013-10-01,2014-03-31,0.06666666666666667,107.9,139.8,0.019709607661414892
19,GRAPHITE,2013-10-01,2014-03-31,0.06666666666666667,74.95,82.4,0.006626639982210365
20,SHRIRAMCIT,2013-10-01,2014-03-31,0.06666666666666667,1050.0,1089.95,0.0025365079365079393
21,ABGSHIP,2013-10-01,2014-03-31,0.06666666666666667,338.2,263.1,-0.01480386359156317
22,RNAVAL,2013-10-01,2014-03-31,0.06666666666666667,51.9,33.75,-0.023314065510597302
23,WIPRO,2013-10-01,2014-03-31,0.06666666666666667,178.9097744360902,207.51879699248119,0.010660502906773135
24,NBVENTURES,2013-10-01,2014-03-31,0.06666666666666667,82.3,79.0,-0.0026731470230862676
25,MANDHANA,2013-10-01,2014-03-31,0.06666666666666667,235.35,232.65,-0.0007648183556405322
26,PAGEIND,2013-10-01,2014-03-31,0.06666666666666667,4395.0,6525.0,0.0323094425483504
27,WABCOINDIA,2013-10-01,2014-03-31,0.06666666666666667,1749.0,1950.0,0.007661520869068039
28,KSCL,2014-04-01,2014-09-29,0.06666666666666667,633.0,840.0,0.021800947867298578
29,ECLERX,2014-04-01,2014-09-29,0.06666666666666667,805.2631578947368,1008.2706766917292,0.016806722689075633
30,MINDTREE,2014-04-01,2014-09-29,0.06666666666666667,327.775,590.0,0.05333435029110417
31,GLAXO,2014-04-01,2014-09-29,0.06666666666666667,1287.5,1360.0,0.0037540453074433656
32,TVSMOTOR,2014-04-01,2014-09-29,0.06666666666666667,98.05,220.7,0.0833928267890532
33,IPCALAB,2014-04-01,2014-09-29,0.06666666666666667,841.8,753.75,-0.006973152767878352
34,CYIENT,2014-04-01,2014-09-29,0.06666666666666667,322.0,442.0,0.024844720496894408
35,GUJALKALI,2014-04-01,2014-09-29,0.06666666666666667,182.0,200.3,0.0067032967032967065
36,GLENMARK,2014-04-01,2014-09-29,0.06666666666666667,569.45,697.15,0.014950098047823913
37,RAJTV,2014-04-01,2014-09-29,0.06666666666666667,151.0,119.0,-0.0141280353200883
38,FLEXITUFF,2014-04-01,2014-09-29,0.06666666666666667,227.95,214.75,-0.003860495722746213
39,BALRAMCHIN,2014-04-01,2014-09-29,0.06666666666666667,56.15,49.45,-0.007954882754526561
40,SUPREMEIND,2014-04-01,2014-09-29,0.06666666666666667,495.2,648.2,0.020597738287560587
41,3MINDIA,2014-04-01,2014-09-29,0.06666666666666667,3551.0,6375.0,0.053017929221815446
42,MANDHANA,2014-04-01,2014-09-29,0.06666666666666667,232.5,240.35,0.0022508960573476688
43,PEL,2014-09-30,2015-03-30,0.06666666666666667,780.0,860.0,0.006837606837606838
44,FLEXITUFF,2014-09-30,2015-03-30,0.06666666666666667,212.45,232.0,0.006134776810229862
45,HINDUNILVR,2014-09-30,2015-03-30,0.06666666666666667,746.0,857.95,0.01000446827524576
46,PERSISTENT,2014-09-30,2015-03-30,0.06666666666666667,698.575,720.0,0.0020446384902599295
47,PAGEIND,2014-09-30,2015-03-30,0.06666666666666667,7760.0,14296.95,0.05615936426116839
48,SUNTECK,2014-09-30,2015-03-30,0.06666666666666667,154.5,125.5,-0.012513484358144552
49,ITC,2014-09-30,2015-03-30,0.06666666666666667,242.9333333333333,213.1,-0.008186974021222095
50,SANOFI,2014-09-30,2015-03-30,0.06666666666666667,3395.1,3250.0,-0.00284920424533396
51,GRUH,2014-09-30,2015-03-30,0.06666666666666667,95.65,122.5,0.018714061683220068
52,GLAXO,2014-09-30,2015-03-30,0.06666666666666667,1375.575,1650.0,0.013299892772113478
53,SUNDARMFIN,2014-09-30,2015-03-30,0.06666666666666667,1286.0,1500.05,0.011096423017107306
54,WABCOINDIA,2014-09-30,2015-03-30,0.06666666666666667,3748.5,5570.0,0.03239518029433996
55,DRREDDY,2014-09-30,2015-03-30,0.06666666666666667,3220.0,3457.8,0.004923395445134579
56,VAIBHAVGBL,2014-09-30,2015-03-30,0.06666666666666667,171.0,162.0,-0.0035087719298245615
57,MARICO,2014-09-30,2015-03-30,0.06666666666666667,148.975,194.95,0.020573921798959553
58,SWANENERGY,2015-03-31,2015-09-28,0.06666666666666667,63.6,71.4,0.008176100628930821
59,MPHASIS,2015-03-31,2015-09-28,0.06666666666666667,379.9,407.0,0.004755637448451351
60,COFORGE,2015-03-31,2015-09-28,0.06666666666666667,350.85,473.0,0.023210298798156847
61,GSPL,2015-03-31,2015-09-28,0.06666666666666667,123.2,117.95,-0.0028409090909090906
62,CONCOR,2015-03-31,2015-09-28,0.06666666666666667,777.95,670.15,-0.009237954452942568
63,CASTROLIND,2015-03-31,2015-09-28,0.06666666666666667,234.225,218.95,-0.004347671398583984
64,GLAXO,2015-03-31,2015-09-28,0.06666666666666667,1633.225,1699.925,0.0027226295621648397
65,GSKCONS,2015-03-31,2015-09-28,0.06666666666666667,6259.2,6136.0,-0.0013122017723244696
66,MARICO,2015-03-31,2015-09-28,0.06666666666666667,189.0,199.75,0.0037918871252204584
67,COROMANDEL,2015-03-31,2015-09-28,0.06666666666666667,267.0,160.05,-0.026704119850187263
68,DEEPAKFERT,2015-03-31,2015-09-28,0.06666666666666667,136.0,123.9,-0.005931372549019605
