,Annualized Return,Annualized Vol,Sharpe Ratio,Max Drawdown,Skewness,Kurtosis,Cornish-Fisher VaR (5%),Historic CVaR (5%)
Mean Return,8.348771254519672,14.300218584642455,0.15454215338032323,-30.13484327092876,-1.1874547377439524,11.453508562390933,0.03491744522373381,0.04497440646145609
