,Annualized Return,Annualized Vol,Sharpe Ratio,Max Drawdown,Skewness,Kurtosis,Cornish-Fisher VaR (5%),Historic CVaR (5%)
Mean Return,13.269087506204214,20.97570320238846,0.3040053386255258,-63.810787157923485,-1.212361594044218,10.322844545315588,0.049868565256974084,0.06864987302790176
