,Annualized Return,Annualized Vol,Sharpe Ratio,Max Drawdown,Skewness,Kurtosis,Cornish-Fisher VaR (5%),Historic CVaR (5%)
Mean Return,14.956821410348775,18.00017801486395,0.4434015743104374,-33.24141786910391,-0.4343685489427619,7.614254627726615,0.038683796363591275,0.05088090834694117
