Manager ID,Manager Name
580,Sahara Asset Management Co. Pvt. Ltd
581,SAI SOFT SECURITIES LTD
582,SALORA FINANCE LTD
583,SAMEEKSHA CAPITAL PRIVATE LIMITED
584,SAMVITTI CAPITAL PRIVATE LIMITED
585,SANCTUM WEALTH MANAGEMENT PRIVATE LIMITED
586,SATCO CAPITAL MARKETS LTD
587,SATCO SECURITIES & FINANCIAL SERVICES LTD.
588,SAVVY CAPITAL ADVISORS LLP
589,SBI CAPITAL MARKETS LIMITED
590,SBI FUNDS MANAGEMENT PVT LTD
591,SBICAP SECURITIES LIMITED
592,SBICAP Securities Limited
593,Scient Capital Private Limited
594,SECURITIES INVESTMENT MANAGEMENT PRIVATE LIMITED
595,SECURITIES TRADING CORPORATION OF INDIA
596,SEERS FUND MANAGEMENT PRIVATE LIMITED
597,SELECT SECURITIES LIMITED
598,SERAPHIC MANAGEMENT & ADVISORY PRIVATE LIMITED
599,SETHI FUNDS MANAGEMENT PVT. LTD
600,SFG Capital Advisors LLP
601,SG WEALTH MANAGEMENT SOLUTIONS PRIVATE LIMITED
602,SHADE CAPITAL PRIVATE LIMITED
603,SHADE CAPITAL PRIVATE LIMITED
604,Shah Investor's Home Ltd
605,SHARE INDIA SECURITIES LIMITED
606,SHAREKHAN LIMITED
607,Sharekhan Limited
608,Sharyans Wealth Management Pvt. Ltd.
609,SHCIL Services Ltd
610,SHEPHERDS HILL FINANCIAL ADVISORS LLP
611,SHESHANKA FINANCIAL SERVICES PVT LTD
612,SHINSEI ASSET MANAGEMENT (INDIA) PRIVATE LIMITED
613,SHREYAS STOCKS PRIVATE LTD
614,SHRI PARASRAM HOLDING PRIVATE LIMITED
615,SHRIRAM INSIGHT SHARE BROKERS LIMITED
616,Shriram Investment Services Ltd.
617,SHROFF SECURITIES PRIVATE LIMITED
618,SILVERARCH INVESTMENT ADVISERS PRIVATE LIMITED
619,SIRIUS ADVISORS PRIVATE LIMITED
620,SIVAN SECURITIES PVT LTD
621,SIXTH SENSE VENTURE ADVISORS LLP
622,SKI Capital Services Ltd.
623,SKP SECURITIES LIMITED
624,SKP Securities Ltd.
625,SKS Capital & Research Pvt. Ltd.
626,SmartOwner Services India Pvt. Ltd.
627,SMC Global Securities Limited
628,SMC INVESTMENTS AND ADVISORS LIMITED
629,SMC Wealth Management Services Limited
630,SMS FINANCIAL SERVICES PVT. LTD.
631,SOCIETE GENERALE
632,SOLDIERS FIELD INVESTMENTS PRIVATE LIMITED
633,SOLIDARITY ADVISORS PRIVATE LIMITED
634,SOMAYAJULU & CO LTD
635,SPA CAPITAL ADVISORS LIMITED
636,SPA SECURITIES LIMITED
637,SPAN CAPLEASE PVT. LTD.
638,SPARK CAPITAL ADVISORS (I) PVT LTD
639,Spark Fund Managers Private Limited
640,SPFL SECURITIES LTD.
641,SRF Finance Ltd.
642,STALLION ASSET PRIVATE LIMITED
643,STAMPEDE CAPITAL LIMITED
644,STANDARD CHARTERED - STCI CAPITAL MARKETS LTD
645,STANDARD CHARTERED ASSET MGT COMPANY PVT
646,STANDARD CHARTERED BANK
647,STANDARD CHARTERED SECURITIES (INDIA) LIMITED
648,STAR FINVEST PVT. LTD.
649,STATE BANK OF INDIA
650,State Bank of Travancore
651,STCI PRIMARY DEALER LIMITED
652,Sterling Holiday Financial Services Ltd.
653,STERLING SECURITIES LTD
654,STEWART & MACKERTICH WEALTH MANAGEMENT LIMITED
655,STRATEGIC PORTFOLIO ADVISORY CO PVT LTD
656,Strugence Capital Advisors LLP
657,SUGAL & DAMANI SHARE BROKERS LTD.
658,SUMEDHA FISCAL SERVICES LIMITED
659,SUMPOORNA PORTFOLIO LIMITED
660,Sun & Hills Financial Services Pvt. Ltd.
661,Sundaram Alternate Assets Limited 
662,SUNDARAM ASSET MANAGEMENT COMPANY LTD.
663,Sunidhi Securities & Finance Limited
664,Supremus Capital Advisors LLP
665,SUREFIN FINANCIAL CONSULTANTS PVT. LTD
666,Suresh Rathi Securities Private Limited
667,SUSHANT CAPITALS LTD
668,SUSHIL FINANCE CONSULTANTS LTD.
669,SW1 Advisory Private Limited
670,Swastika Investmart Ltd
671,SYKES & RAY EQUITIES (I) LTD.
672,SYKES & RAY EQUITIES INDIA LIMITED
673,Syndicate Bank
674,SYNERGY CREDIT CORPORATION LTD
675,SYSTEMATIX SHARES AND STOCKS (INDIA) LIMITED
676,T.RAM FINANCIAL SERVICES PRIVATE LIMITED
677,TAIB CAPITAL CORPORATION
678,TAMOHARA INVESTMENT MANAGERS PRIVATE LIMITED
679,TATA ASSET MANAGEMENT  LIMITED
680,TATA CAPITAL LTD.
681,Tata Securities Ltd.
682,TAURUS ASSET MANAGEMENT CO. LTD.
683,TAURUS TREASURY MANAGEMENT SERVICES PRIVATE LIMITED
684,TCG ADVISORY SERVICES PRIVATE LIMITED
685,TCG Advisory Services Private Limited
686,TECHNO SHARES  AND SECURITIES LTD
687,THAUMATURGY CAPITAL SERVICES PRIVATE LIMITED
688,THE HONGKONG AND SHANGHAI BANKING CORPOR
689,The United Western Bank Ltd.
690,The Vysya Bank Limited
691,THIRANI SECURITIES PVT.LTD.
692,Times Guaranty Financials Ltd
693,TIPSONS CONSULTANCY SERVICES PRIVATE LIMITED
694,Tradebulls Securities Private Limited
695,TRANS INDIA CAPITAL MGT. & RESEARCH SER
696,TRICOLOR ADVISORY SERVICES PRIVATE LIMITED
697,TRIUMPH INTERNATIONAL FINANCE INDIA LTD.
698,TRIVANTAGE CAPITAL MANAGMENT INDIA PRIVATE LIMITED
699,TRUST INVESTMENT ADVISORS PVT. LTD.
700,TRUSTLINE HOLDING PVT. LTD.
701,TRUSTLINE SECURITIES LIMITED
702,TULSIAN PMS PRIVATE LIMITED
703,TURTLE WEALTH MANAGEMENT PVT. LTD.
704,TVS CAPITAL FUNDS LIMITED
705,Twin Earth Securities Private Limited
706,UI Wealth Advisors Limited
707,ULJK FINANCIAL SERVICES PVT. LTD.
708,UNICON SECURITIES PRIVATE LIMITED
709,UNIFI CAPITAL PRIVATE LIMITED
710,UNIQUE ASSET MANAGEMENT LLP
711,UNIT TRUST OF INDIA INVESTMENT ADVISORY
712,UNITED CREDIT FINANCIAL SER.LTD
713,United Credit Ltd
714,UTI ASSET MANAGEMENT COMPANY PVT LTD
715,UTI Securities Exchange Ltd
716,V. P. Consultants Private Limited
717,Val-Q Investment Advisory Private Limited
718,Valcreate Investment Managers LLP
719,VALENTIS ADVISORS PRIVATE LIMITED
720,Vallum Capital Advisors Private Limited
721,Value Prolific Investments & Consulting Private Limited
722,ValueQuest Capital LLP
723,VALUEQUEST INVESTMENT ADVISORS PVT. LTD.
724,VARANIUM CAPITAL ADVISORS PRIVATE LIMITED
725,Vatsa Corporation Ltd.
726,VCAM INVESTMENT MANAGERS PVT. LTD.
727,VENTURA SECURITIES LIMITED
728,VITOR FUND MANAGERS LLP
729,VLS Securities Limited
730,Wadhawan Wealth Managers Private Limited
731,WALL STREET FINANCE LIMITED
732,Wallfort PMS & Advisory Services LLP 
733,WAY2WEALTH  BROKERS PRIVATE LTD.
734,WEALTH ADVISORS (INDIA) PRIVATE LIMITED
735,WEALTH ADVISORS (INDIA) PRIVATE LIMITED
736,WEALTH FIRST PORTFOLIO MANAGERS LIMITED
737,WEALTH FIRST PORTFOLIO MANAGERS PVT LTD
738,WEALTH MANAGEMENT ADVISORY SERVICES LTD.
739,WEALTH MANAGERS (INDIA) PRIVATE LIMITED
740,WEALTHBRIDGE CAPITAL ADVISORS PRIVATE LIMITED
741,WEGMANS FINANCIAL SERVICES LTD.
742,Weizmann Ltd.
743,WELLWORTH SHARE AND STOCK BROKING LTD
744,White Oak Capital Management Consultants LLP
745,White Stone Financial Advisors Private Limited
746,White Whale Partners LLP
747,WILLOW ADVISORS LLP
748,Wisdom Equities Management Private Limited
749,Wizemarkets Analytics Private Limited
750,Wyridian Advisors LLP
751,YASH MANAGEMENT AND FINANCIAL SERVICES
752,YES BANK Ltd.
753,ZEN WEALTH MANAGEMENT SERVICES LIMITED
754,ZURICH ASSET MANAGEMENT COMPANY (INDIA) PVT LTD
