,Annualized Return,Annualized Vol,Sharpe Ratio,Max Drawdown,Skewness,Kurtosis,Cornish-Fisher VaR (5%),Historic CVaR (5%)
Mean Return,13.5968576635495,14.545343187071328,0.4698404003223716,-30.53990342139557,-0.48185850826315346,5.938803761569675,0.03223971947939092,0.044074391656715055
