,Annualized Return,Annualized Vol,Skewness,Kurtosis,Cornish-Fisher VaR (5%),Historic CVaR (5%),Sharpe Ratio,Max Drawdown
Mean Return,0.15179741624429854,0.17110320292340198,-0.6517268077345169,11.877093171957402,0.03594310354056907,0.050887515294942634,0.47475062958302244,-0.2843026527998517
