,Annualized Return,Annualized Vol,Sharpe Ratio,Max Drawdown,Skewness,Kurtosis,Cornish-Fisher VaR (5%),Historic CVaR (5%)
Mean Return,20.22614412955257,14.506797208610925,0.8970906627227178,-23.73303680558937,-0.9551259737648132,7.567544369261417,0.032846714721627854,0.04525832425606557
