,Annualized Return,Annualized Vol,Sharpe Ratio,Max Drawdown,Skewness,Kurtosis,Cornish-Fisher VaR (5%),Historic CVaR (5%)
Mean Return,5.166674076562283,20.43755931797692,-0.06280332158148992,-64.83133002032612,-0.8575242930773804,7.504525894479404,0.049130314722245924,0.06921505350695485
