,Annualized Return,Annualized Vol,Skewness,Kurtosis,Cornish-Fisher VaR (5%),Historic CVaR (5%),Sharpe Ratio,Max Drawdown
Mean Return,0.1441976758686947,0.14649520135688252,-0.5219819142637656,5.530509568861621,0.03272077931682702,0.04763794188389761,0.5182217655427982,-0.26082471135733776
