,Index,Factors,Annualized Return,Annualized Vol,Sharpe Ratio,Max Drawdown
47,3386,"['Z-opoa', 'Z-dividend_payout']",0.03760727472593817,0.1666690914970735,-0.15318612911554208,-0.34716956699550994
48,2704,"['Z-opoa', 'Z-debt_issuance']",0.03644850074946304,0.22591570597046243,-0.11789764384715219,-0.35068642811609546
49,3385,"['Z-opoa', 'Z-debt_issuance']",0.07539395138847182,0.19770142037953553,0.05054606017874157,-0.3132820793009831
50,3386,"['Z-opoa', 'Z-debt_issuance']",0.01308925708939812,0.1941738981408892,-0.2502436941003172,-0.42281235601307976
51,2704,"['Z-opoa', 'Z-equity_debt_ratio']",0.07978912099717905,0.1743464169510576,0.08105478156744779,-0.30984484344804136
52,3385,"['Z-opoa', 'Z-equity_debt_ratio']",0.09323592545832193,0.167037869364962,0.1603061450640098,-0.28837501647987274
53,3386,"['Z-opoa', 'Z-equity_debt_ratio']",0.04962222240562375,0.18298632578321802,-0.07780585367836852,-0.40739769085321137
54,2704,"['Z-opoa', 'Z-coverage_ratio']",0.0843765291419909,0.17391346290868454,0.10606104110367537,-0.309844843448041
55,3385,"['Z-opoa', 'Z-coverage_ratio']",0.08105840938547204,0.170665934812634,0.08979750467944754,-0.3156488076282159
56,3386,"['Z-opoa', 'Z-coverage_ratio']",0.043750475126269395,0.1862457230920995,-0.10609277037175313,-0.42966193304341854
57,2704,"['Z-roe', 'Z-cfoa']",0.0705689944769532,0.23227492475525835,0.023442343320095427,-0.45855016499452667
58,3385,"['Z-roe', 'Z-cfoa']",0.05765010438617013,0.18426415382971542,-0.03630166836888032,-0.3317820834898549
59,3386,"['Z-roe', 'Z-cfoa']",0.044069683363112455,0.189461043338093,-0.10271233372046613,-0.4442727320374344
60,2704,"['Z-roe', 'Z-delta_opoa']",0.03444474193630742,0.20657071181944367,-0.13803336688060788,-0.3085718631325062
61,3385,"['Z-roe', 'Z-delta_opoa']",0.038069955952692025,0.2002007009457089,-0.12539288319705602,-0.390108058784148
62,3386,"['Z-roe', 'Z-delta_opoa']",0.042239538977594915,0.21260439892871963,-0.09965113117589322,-0.4740034253977438
63,2704,"['Z-roe', 'Z-delta_roe']",0.045568594157393116,0.26076201807792193,-0.06929994101613554,-0.46029448025263636
64,3385,"['Z-roe', 'Z-delta_roe']",0.05661488667776937,0.21763802422158504,-0.03524589805565227,-0.39372727189296464
65,3386,"['Z-roe', 'Z-delta_roe']",0.04201010532566318,0.21946613540237195,-0.09752768898601959,-0.4696881375212581
66,2704,"['Z-roe', 'Z-delta_cfoa']",0.08391349631409017,0.24069611706117977,0.07474535927181893,-0.3793199463706843
67,3385,"['Z-roe', 'Z-delta_cfoa']",0.06644045768707074,0.20150371696443878,0.00780408186386062,-0.34706616774657184
68,3386,"['Z-roe', 'Z-delta_cfoa']",0.05353615864826722,0.21180677925708688,-0.049875998625316775,-0.4638221136818511
69,2704,"['Z-roe', 'Z-dividend_payout']",-0.00235583701356612,0.19192587412704473,-0.3288360801147299,-0.43244662399145495
70,3385,"['Z-roe', 'Z-dividend_payout']",0.06067792308109432,0.18393258196837944,-0.020886937031153952,-0.3477675561628059
71,3386,"['Z-roe', 'Z-dividend_payout']",0.0348367661530693,0.17672405427300358,-0.15922288231590406,-0.34839898036539696
72,2704,"['Z-roe', 'Z-debt_issuance']",-0.022846803704042573,0.26642108483342186,-0.30928014047988295,-0.6188752647191587
73,3385,"['Z-roe', 'Z-debt_issuance']",0.021981682098674682,0.24085249312203427,-0.16708064112025,-0.5298774613258429
74,3386,"['Z-roe', 'Z-debt_issuance']",0.032459678343810916,0.22262686727756673,-0.1364825649452214,-0.47712244965399625
75,2704,"['Z-roe', 'Z-equity_debt_ratio']",0.04496729809232636,0.1688277728600872,-0.11023655061861422,-0.3238325668518742
76,3385,"['Z-roe', 'Z-equity_debt_ratio']",0.044541494576405105,0.16948717861416274,-0.11217187527752163,-0.30194482582778287
77,3386,"['Z-roe', 'Z-equity_debt_ratio']",0.030700127151897627,0.18296774379688696,-0.17505477543205167,-0.43893020981552117
78,2704,"['Z-roe', 'Z-coverage_ratio']",0.02730070777497251,0.16563208511556693,-0.2126514410185357,-0.3573078747825017
79,3385,"['Z-roe', 'Z-coverage_ratio']",0.06471400561735208,0.17430083010745404,-0.0002541510280352647,-0.28473833164063905
80,3386,"['Z-roe', 'Z-coverage_ratio']",0.03826160985438931,0.18605609641966733,-0.13393890052419372,-0.4163545302802382
81,2704,"['Z-cfoa', 'Z-delta_opoa']",0.04198364130779497,0.1933213382731419,-0.11081173979979694,-0.3611696355843504
82,3385,"['Z-cfoa', 'Z-delta_opoa']",0.049592988134757654,0.18734116824714936,-0.07614967646229462,-0.34578165986782156
83,3386,"['Z-cfoa', 'Z-delta_opoa']",0.04461054506325679,0.20485573699915882,-0.09252849971060784,-0.4392225464065261
84,2704,"['Z-cfoa', 'Z-delta_roe']",0.0012588684765002522,0.2605695880472796,-0.22924282709087487,-0.4751511387993526
85,3385,"['Z-cfoa', 'Z-delta_roe']",0.0591282053686597,0.2016246822932457,-0.02630420649141632,-0.3662831471587853
86,3386,"['Z-cfoa', 'Z-delta_roe']",0.06905437719207774,0.216205304524927,0.01862392914157775,-0.4456415472534386
87,2704,"['Z-cfoa', 'Z-delta_cfoa']",0.09203280472747566,0.2194345119533983,0.11681341807452533,-0.35535911987563545
88,3385,"['Z-cfoa', 'Z-delta_cfoa']",0.09794449999176091,0.1920399906653691,0.1624617893345105,-0.3320869228949133
89,3386,"['Z-cfoa', 'Z-delta_cfoa']",0.08376302825160886,0.2122511520981442,0.08413716039499113,-0.44197327572545186
90,2704,"['Z-cfoa', 'Z-dividend_payout']",0.04554731176412985,0.2040391355989973,-0.08858139940835087,-0.39603944547506736
91,3385,"['Z-cfoa', 'Z-dividend_payout']",0.052003791744193784,0.17906763871493456,-0.06699820460136849,-0.37870867677126513
92,3386,"['Z-cfoa', 'Z-dividend_payout']",0.06720206922223149,0.18093149016527454,0.012676510847491093,-0.3822125073902332
93,2704,"['Z-cfoa', 'Z-debt_issuance']",0.020328917276379865,0.2438661840209556,-0.1713889620088373,-0.3594635052396911
94,3385,"['Z-cfoa', 'Z-debt_issuance']",0.03521922595667948,0.19187190530663398,-0.1447951878731791,-0.3835226608116356
95,3386,"['Z-cfoa', 'Z-debt_issuance']",0.050189647775367385,0.18777589528270502,-0.07298464587300825,-0.37937190554791317
96,2704,"['Z-cfoa', 'Z-equity_debt_ratio']",0.09301210951190186,0.16938270152035712,0.15684446918636563,-0.24055754963943637
97,3385,"['Z-cfoa', 'Z-equity_debt_ratio']",0.07833565978682877,0.16583011045586535,0.0769828539647231,-0.28739339007295045
98,3386,"['Z-cfoa', 'Z-equity_debt_ratio']",0.06616312325431717,0.18615661048644958,0.0070654663002752876,-0.41087499207454675
99,2704,"['Z-cfoa', 'Z-coverage_ratio']",0.09301210951190186,0.16938270152035712,0.15684446918636563,-0.24055754963943637
100,3385,"['Z-cfoa', 'Z-coverage_ratio']",0.09494636517211608,0.16961520446798153,0.16734908812270605,-0.2850604869732286
101,3386,"['Z-cfoa', 'Z-coverage_ratio']",0.06568164256664821,0.18725971803215713,0.004604732996670021,-0.41446773351897964
102,2704,"['Z-delta_opoa', 'Z-delta_roe']",0.06893313501208675,0.22593302046180247,0.01730700547041387,-0.3021090032515157
103,3385,"['Z-delta_opoa', 'Z-delta_roe']",0.060766520415041825,0.2113704557588948,-0.017812386741230396,-0.3523077896216202
104,3386,"['Z-delta_opoa', 'Z-delta_roe']",0.010062459023646886,0.22862576642823385,-0.22502138175197492,-0.5363212345782129
105,2704,"['Z-delta_opoa', 'Z-delta_cfoa']",0.03868008758661645,0.25664102665526056,-0.09565009912993831,-0.4829830902104982
106,3385,"['Z-delta_opoa', 'Z-delta_cfoa']",0.050348774505028615,0.2172102501770586,-0.06244025371177959,-0.39183114643755657
107,3386,"['Z-delta_opoa', 'Z-delta_cfoa']",0.004859941392912237,0.2248183984484623,-0.2505859965058446,-0.5542253085987061
108,2704,"['Z-delta_opoa', 'Z-dividend_payout']",0.010131609664394414,0.20479529150356934,-0.2508549486333701,-0.43472576152978737
109,3385,"['Z-delta_opoa', 'Z-dividend_payout']",0.04353020609241076,0.1935197661618425,-0.1031819285239011,-0.38885840215994255
110,3386,"['Z-delta_opoa', 'Z-dividend_payout']",0.031112044029892427,0.19111526236398618,-0.1655741152499807,-0.38803420706670916
111,2704,"['Z-delta_opoa', 'Z-debt_issuance']",-0.03086281273402114,0.2839063862391766,-0.3167947109574197,-0.5874034636942971
112,3385,"['Z-delta_opoa', 'Z-debt_issuance']",-0.040354769166520366,0.28126915784080353,-0.35149289311268495,-0.6248411394933936
113,3386,"['Z-delta_opoa', 'Z-debt_issuance']",-0.0010510785906742148,0.24736116599857902,-0.2502424778183677,-0.5460652320144701
114,2704,"['Z-delta_opoa', 'Z-equity_debt_ratio']",0.07297088587916245,0.18226083479448713,0.042347258043931066,-0.30748123321584414
115,3385,"['Z-delta_opoa', 'Z-equity_debt_ratio']",0.0755690661963524,0.18072526384828433,0.056225134516027904,-0.30374160203893114
116,3386,"['Z-delta_opoa', 'Z-equity_debt_ratio']",0.036420999674823706,0.20492249703064136,-0.13007658871615652,-0.4629093479335558
117,2704,"['Z-delta_opoa', 'Z-coverage_ratio']",0.07297088587916245,0.18226083479448713,0.042347258043931066,-0.30748123321584414
118,3385,"['Z-delta_opoa', 'Z-coverage_ratio']",0.08070304238077064,0.18071090202012416,0.08294424426110512,-0.30000639364719806
119,3386,"['Z-delta_opoa', 'Z-coverage_ratio']",0.01935305801508025,0.20518094861157604,-0.20812918536988204,-0.47157337630998214
120,2704,"['Z-delta_roe', 'Z-delta_cfoa']",0.032991953312594635,0.26507833926735275,-0.11279287504611289,-0.48868115157045805
121,3385,"['Z-delta_roe', 'Z-delta_cfoa']",0.055551898868029026,0.2148340275095623,-0.0403546469604007,-0.3677882010606055
122,3386,"['Z-delta_roe', 'Z-delta_cfoa']",0.027592641897970616,0.23466499576428654,-0.14899769302039054,-0.5719044583690059
123,2704,"['Z-delta_roe', 'Z-dividend_payout']",-0.01602035594662332,0.27236519529564973,-0.27897436512526186,-0.557263325499208
124,3385,"['Z-delta_roe', 'Z-dividend_payout']",0.038391989617386546,0.20541921424709694,-0.12073938816017042,-0.4200555038828151
125,3386,"['Z-delta_roe', 'Z-dividend_payout']",0.03312046990780515,0.19743037613375905,-0.1507215940517221,-0.4264906599032565
126,2704,"['Z-delta_roe', 'Z-debt_issuance']",0.012825928405068687,0.2802624656695411,-0.17434475427350926,-0.5196484149934537
127,3385,"['Z-delta_roe', 'Z-debt_issuance']",-0.008364568501658343,0.2777884290795008,-0.24762148165620868,-0.6143350021880837
128,3386,"['Z-delta_roe', 'Z-debt_issuance']",-0.015376171903475955,0.26209880872018426,-0.2875787098267893,-0.6362561727173695
129,2704,"['Z-delta_roe', 'Z-equity_debt_ratio']",0.0836524334605746,0.19299621489533114,0.09201962928485244,-0.3378501818518083
130,3385,"['Z-delta_roe', 'Z-equity_debt_ratio']",0.09249583635808345,0.1865860837903289,0.1397568389940297,-0.29342618224791345
131,3386,"['Z-delta_roe', 'Z-equity_debt_ratio']",0.03673671209537632,0.21011428912900282,-0.12545673731425844,-0.507486797589646
132,2704,"['Z-delta_roe', 'Z-coverage_ratio']",0.07098118757759009,0.19351406587929404,0.03020170826638871,-0.28809722096786644
133,3385,"['Z-delta_roe', 'Z-coverage_ratio']",0.08576758850185073,0.19047061820632558,0.10368484173431171,-0.29581873233956435
134,3386,"['Z-delta_roe', 'Z-coverage_ratio']",0.05725742053538041,0.20716448272778773,-0.03409776361544652,-0.46932357814755354
135,2704,"['Z-delta_cfoa', 'Z-dividend_payout']",0.004176235019571983,0.23208099824070766,-0.2455251210805974,-0.4657704196831483
136,3385,"['Z-delta_cfoa', 'Z-dividend_payout']",0.03561599900259793,0.1982741771396907,-0.13824753532166964,-0.4635396299924937
137,3386,"['Z-delta_cfoa', 'Z-dividend_payout']",0.05799640739921941,0.20455012035948877,-0.031131231031473586,-0.44105996888918203
138,2704,"['Z-delta_cfoa', 'Z-debt_issuance']",-0.026993982097959335,0.2641793751083489,-0.3266596753831452,-0.4736168740011402
139,3385,"['Z-delta_cfoa', 'Z-debt_issuance']",-0.006359970414653415,0.24727681325295392,-0.2705121145165076,-0.4881657641452062
140,3386,"['Z-delta_cfoa', 'Z-debt_issuance']",0.004291129161011709,0.23123364472383046,-0.24595350115354245,-0.513630809978505
141,2704,"['Z-delta_cfoa', 'Z-equity_debt_ratio']",0.06559752574784228,0.17932962596978907,0.004379212960383554,-0.3505894719831155
142,3385,"['Z-delta_cfoa', 'Z-equity_debt_ratio']",0.06830278726322803,0.18368325672618127,0.018119203360209276,-0.32061922808214166
143,3386,"['Z-delta_cfoa', 'Z-equity_debt_ratio']",0.019259811484899858,0.2062582825773102,-0.20746820921034395,-0.49906943409300775
144,2704,"['Z-delta_cfoa', 'Z-coverage_ratio']",0.09071782370846004,0.17186582881094903,0.14202236397450915,-0.24055754963943582
145,3385,"['Z-delta_cfoa', 'Z-coverage_ratio']",0.07465362233961215,0.18206301250206516,0.051083605990307576,-0.33017870745562855
146,3386,"['Z-delta_cfoa', 'Z-coverage_ratio']",0.04304856720614447,0.20248324797998632,-0.10086258712119452,-0.46232542875429455
147,2704,"['Z-dividend_payout', 'Z-debt_issuance']",-0.06395645599385136,0.27477978380044976,-0.4405371360366302,-0.5698903319498291
148,3385,"['Z-dividend_payout', 'Z-debt_issuance']",-0.0006668298834922037,0.22687714309767607,-0.27121729679032375,-0.465061716560808
149,3386,"['Z-dividend_payout', 'Z-debt_issuance']",0.04438385385931021,0.24149296540553497,-0.07941318179519632,-0.5625397709636246
150,2704,"['Z-dividend_payout', 'Z-equity_debt_ratio']",0.02647237936868585,0.1775757304695975,-0.2027476797101459,-0.33902353481729036
151,3385,"['Z-dividend_payout', 'Z-equity_debt_ratio']",0.016698003793846894,0.1707489892767143,-0.26467143016947325,-0.3965695018833996
152,3386,"['Z-dividend_payout', 'Z-equity_debt_ratio']",0.02121528690126251,0.17386449588783956,-0.23550359096588466,-0.37934820615098924
153,2704,"['Z-dividend_payout', 'Z-coverage_ratio']",0.0006914215833027093,0.16957251220394387,-0.35526049293636436,-0.3620482160724329
154,3385,"['Z-dividend_payout', 'Z-coverage_ratio']",0.02137447058785824,0.16899034530862994,-0.2414034843882347,-0.3738196419960448
155,3386,"['Z-dividend_payout', 'Z-coverage_ratio']",0.019712120366467634,0.1726713455999877,-0.24531483256915698,-0.3687570536981183
156,2704,"['Z-debt_issuance', 'Z-equity_debt_ratio']",0.031151561848155263,0.20462214122795583,-0.15447653450701893,-0.3364972679949902
157,3385,"['Z-debt_issuance', 'Z-equity_debt_ratio']",0.07474388489315897,0.17944203772089856,0.052306359325734665,-0.27571860495777245
158,3386,"['Z-debt_issuance', 'Z-equity_debt_ratio']",0.03480704429353021,0.19839285866527484,-0.1419989095560734,-0.3915557177940547
159,2704,"['Z-debt_issuance', 'Z-coverage_ratio']",0.04196533120394941,0.17039548854429107,-0.12579115243940545,-0.30321805586533673
160,3385,"['Z-debt_issuance', 'Z-coverage_ratio']",0.058319644233687296,0.17428142755104392,-0.03475414190733585,-0.29991076345021944
161,3386,"['Z-debt_issuance', 'Z-coverage_ratio']",0.032335014291946074,0.1849976120667118,-0.16482910995589,-0.37191160719466293
162,2704,"['Z-equity_debt_ratio', 'Z-coverage_ratio']",0.07200946573197875,0.18684586237886536,0.03646591166525423,-0.2986595572360835
163,3385,"['Z-equity_debt_ratio', 'Z-coverage_ratio']",0.05568532477068633,0.17086073732940904,-0.04994325837393669,-0.2600307543360939
164,3386,"['Z-equity_debt_ratio', 'Z-coverage_ratio']",0.03658943441930296,0.19540112101491003,-0.13559234025058753,-0.4292335540665465
165,2704,"['Z-opoa', 'Z-roe', 'Z-cfoa']",0.06160573080463183,0.1796184344265912,-0.016524914220668423,-0.3457566814233977
166,3385,"['Z-opoa', 'Z-roe', 'Z-cfoa']",0.05451595641670637,0.17550425635445488,-0.05489351859528317,-0.3184947425906981
167,3386,"['Z-opoa', 'Z-roe', 'Z-cfoa']",0.03632589923141438,0.1833776660414633,-0.14581740001065643,-0.4101390074331881
168,2704,"['Z-opoa', 'Z-roe', 'Z-delta_opoa']",0.04495649188010087,0.19402366646724845,-0.09600368606721688,-0.3544001974541933
169,3385,"['Z-opoa', 'Z-roe', 'Z-delta_opoa']",0.04835461817086273,0.18756721700987364,-0.08226566921743662,-0.3507184593148708
170,3386,"['Z-opoa', 'Z-roe', 'Z-delta_opoa']",0.05640953049530628,0.2028405326015079,-0.038748822214756534,-0.42503435549568613
171,2704,"['Z-opoa', 'Z-roe', 'Z-delta_roe']",0.08242901014618109,0.20275098884078968,0.08190711163298195,-0.2877681599409303
172,3385,"['Z-opoa', 'Z-roe', 'Z-delta_roe']",0.05962164546431259,0.19476548837547727,-0.024837868195010465,-0.3145436363139165
173,3386,"['Z-opoa', 'Z-roe', 'Z-delta_roe']",0.05733704649455729,0.2067150740170942,-0.033808419681066224,-0.43606608596952484
174,2704,"['Z-opoa', 'Z-roe', 'Z-delta_cfoa']",0.10289923166767445,0.18210306146738106,0.1969288953473137,-0.24055754963943615
175,3385,"['Z-opoa', 'Z-roe', 'Z-delta_cfoa']",0.06113933864275012,0.18544046708852321,-0.01837856896998479,-0.32472077638521823
176,3386,"['Z-opoa', 'Z-roe', 'Z-delta_cfoa']",0.059400659935898714,0.1991679950234864,-0.02533714782843139,-0.40835577859537014
177,2704,"['Z-opoa', 'Z-roe', 'Z-dividend_payout']",0.0405961441628615,0.17623597186268275,-0.1289334904928742,-0.33592527825645696
178,3385,"['Z-opoa', 'Z-roe', 'Z-dividend_payout']",0.06260393683585308,0.1693586835022793,-0.011971347746078609,-0.31304485833378287
179,3386,"['Z-opoa', 'Z-roe', 'Z-dividend_payout']",0.04874197218992182,0.17570340016481723,-0.08573177164864638,-0.33639500090205926
180,2704,"['Z-opoa', 'Z-roe', 'Z-debt_issuance']",0.016290908230908174,0.20229733242727002,-0.2253224502529136,-0.4427046994404886
181,3385,"['Z-opoa', 'Z-roe', 'Z-debt_issuance']",0.06287632776384955,0.1966837167853279,-0.00903684239017882,-0.39411930362037384
182,3386,"['Z-opoa', 'Z-roe', 'Z-debt_issuance']",0.04720001133411933,0.1913645054396105,-0.08630952730707028,-0.3860728300280677
183,2704,"['Z-opoa', 'Z-roe', 'Z-equity_debt_ratio']",0.10972468273298741,0.16830210965584044,0.2512312866589441,-0.29025031734150736
184,3385,"['Z-opoa', 'Z-roe', 'Z-equity_debt_ratio']",0.06359367614685696,0.17172828997442324,-0.006389829603420507,-0.3043347472391655
185,3386,"['Z-opoa', 'Z-roe', 'Z-equity_debt_ratio']",0.04934314539386908,0.18313784638939856,-0.0791731692450281,-0.40652154074619024
186,2704,"['Z-opoa', 'Z-roe', 'Z-coverage_ratio']",0.10972468273298741,0.16830210965584044,0.2512312866589441,-0.29025031734150736
187,3385,"['Z-opoa', 'Z-roe', 'Z-coverage_ratio']",0.06905170641891178,0.1711200260391083,0.023580406843229505,-0.3053700489478897
188,3386,"['Z-opoa', 'Z-roe', 'Z-coverage_ratio']",0.04083829491725677,0.18298970227601805,-0.12293944508757144,-0.42923751742981997
189,2704,"['Z-opoa', 'Z-cfoa', 'Z-delta_opoa']",0.01859942184656016,0.1835316916028261,-0.23651169733315194,-0.3711093792455321
190,3385,"['Z-opoa', 'Z-cfoa', 'Z-delta_opoa']",0.06981739007614496,0.1849581345710193,0.025691019126254593,-0.32904012993569554
191,3386,"['Z-opoa', 'Z-cfoa', 'Z-delta_opoa']",0.0419870154130364,0.19731408041491053,-0.10855781442632546,-0.44597959953173166
192,2704,"['Z-opoa', 'Z-cfoa', 'Z-delta_roe']",0.03210454827026643,0.18622255670167537,-0.16490848385702989,-0.29231698345853646
193,3385,"['Z-opoa', 'Z-cfoa', 'Z-delta_roe']",0.06990231527506752,0.18390067843109148,0.02627491247302516,-0.32141838996452
194,3386,"['Z-opoa', 'Z-cfoa', 'Z-delta_roe']",0.05953985837914799,0.20177335578599145,-0.024365840118078023,-0.42618511564721356
195,2704,"['Z-opoa', 'Z-cfoa', 'Z-delta_cfoa']",0.07218019264267217,0.1808947807132494,0.03855989468967126,-0.24055754963943618
196,3385,"['Z-opoa', 'Z-cfoa', 'Z-delta_cfoa']",0.07177306896275604,0.18273441201229337,0.036072142522584734,-0.30919411526878343
197,3386,"['Z-opoa', 'Z-cfoa', 'Z-delta_cfoa']",0.07040677749533208,0.2055794313363177,0.025785448425453095,-0.4368112907356294
198,2704,"['Z-opoa', 'Z-cfoa', 'Z-dividend_payout']",0.12106548106094284,0.16703568966608395,0.3169835287421162,-0.24055754963943615
199,3385,"['Z-opoa', 'Z-cfoa', 'Z-dividend_payout']",0.05666638357764486,0.16693436181572147,-0.0455875524533599,-0.31322238813266373
200,3386,"['Z-opoa', 'Z-cfoa', 'Z-dividend_payout']",0.0653339269725437,0.17077200938452736,0.003158050518262221,-0.34783792782317874
201,2704,"['Z-opoa', 'Z-cfoa', 'Z-debt_issuance']",0.052433088436730335,0.18687265422995125,-0.062046056999330794,-0.3014730406387169
202,3385,"['Z-opoa', 'Z-cfoa', 'Z-debt_issuance']",0.06968264324324847,0.1735859920464794,0.026660911791201215,-0.2984859001363854
203,3386,"['Z-opoa', 'Z-cfoa', 'Z-debt_issuance']",0.06615467438833922,0.1752465080792917,0.00747603360965977,-0.3175559451741421
204,2704,"['Z-opoa', 'Z-cfoa', 'Z-equity_debt_ratio']",0.11279153218971794,0.17295357383379728,0.26114362441451805,-0.24055754963943615
205,3385,"['Z-opoa', 'Z-cfoa', 'Z-equity_debt_ratio']",0.07048423240608215,0.17010960356578556,0.031639866018427,-0.3278031720392536
206,3386,"['Z-opoa', 'Z-cfoa', 'Z-equity_debt_ratio']",0.05441756341722637,0.18535145963388833,-0.05248847006395266,-0.4282348490423543
207,2704,"['Z-opoa', 'Z-cfoa', 'Z-coverage_ratio']",0.08197527545260463,0.18118717963978265,0.08932985587191161,-0.3594324400935724
208,3385,"['Z-opoa', 'Z-cfoa', 'Z-coverage_ratio']",0.06920020310239239,0.17387841708540888,0.024004927388374342,-0.34376454851193555
