,Annualized Return,Annualized Vol,Skewness,Kurtosis,Cornish-Fisher VaR (5%),Historic CVaR (5%),Sharpe Ratio,Max Drawdown
Mean Return,0.02155877437977849,0.2354889033775451,-0.8842540666311063,7.965062540238147,0.05710385683187194,0.08176501453068116,-0.17257046896103026,-0.5375481749456541
