,Annualized Return,Annualized Vol,Skewness,Kurtosis,Cornish-Fisher VaR (5%),Historic CVaR (5%),Sharpe Ratio,Max Drawdown
Mean Return,0.008437395540133563,0.18942064963468624,-0.58602629126354,7.329442785065954,0.04452055033131476,0.06242685724505093,-0.27960826921793763,-0.42893158041034773
