,Annualized Return,Annualized Vol,Skewness,Kurtosis,Cornish-Fisher VaR (5%),Historic CVaR (5%),Sharpe Ratio,Max Drawdown
Mean Return,-0.0160847648913931,0.2789887713250527,-0.7869138632028859,7.408807808776467,0.06781512472843056,0.09992108825238101,-0.27257573364559573,-0.6225766856371836
