,Annualized Return,Annualized Vol,Skewness,Kurtosis,Cornish-Fisher VaR (5%),Historic CVaR (5%),Sharpe Ratio,Max Drawdown
Mean Return,0.05589520190579944,0.08997981073449873,0.3189723457014667,4.774544951271512,0.01777501825645623,0.024844709531477147,-0.097120202064297,-0.17823053543271566
