,Annualized Return,Annualized Vol,Sharpe Ratio,Max Drawdown,Skewness,Kurtosis,Cornish-Fisher VaR (5%),Historic CVaR (5%)
Mean Return,5.446123322046992,18.895749419149503,-0.04553496525692821,-55.92244600244107,-0.9955914548329065,8.763024066745077,0.04597736594468473,0.06481665455027408
