,Annualized Return,Annualized Vol,Sharpe Ratio,Max Drawdown,Skewness,Kurtosis,Cornish-Fisher VaR (5%),Historic CVaR (5%)
Mean Return,16.273474705974266,15.434413025950663,0.6223951127305397,-32.08811350338897,-1.189824506526848,10.351006007568873,0.03648469853012993,0.05045851172294103
