,Annualized Return,Annualized Vol,Skewness,Kurtosis,Cornish-Fisher VaR (5%),Historic CVaR (5%),Sharpe Ratio,Max Drawdown
Mean Return,0.15896224142554916,0.13306795673397034,-0.8196005918927644,10.214503258906458,0.028668462362539348,0.042124616995101706,0.665194635215851,-0.2135536558253287
