,Annualized Return,Annualized Vol,Skewness,Kurtosis,Cornish-Fisher VaR (5%),Historic CVaR (5%),Sharpe Ratio,Max Drawdown
Mean Return,0.22456696718142655,0.16396214924017402,-0.096529885650185,9.258238257504456,0.030961782063562076,0.04452530654234259,0.9125883233301898,-0.2564955460363708
