,Weight,Open_x,Open_y,Returns,Buy Date,Sell Date
127,0.03333333333333333,195.5,372.4,0.0301619778346121,367,546
1508,0.03333333333333333,209.525,308.425,0.01573400151135505,367,546
484,0.03333333333333333,115.0,379.0,0.0765217391304348,367,546
299,0.03333333333333333,343.25,355.0,0.001141053653799466,367,546
326,0.03333333333333333,109.325,184.45,0.022905709276621687,367,546
718,0.03333333333333333,76.35,106.1,0.012988430473695701,367,546
1383,0.03333333333333333,88.0,315.0,0.08598484848484848,367,546
9,0.03333333333333333,387.8,751.25,0.03124033006704487,367,546
318,0.03333333333333333,112.7,93.75,-0.005604850635906536,367,546
403,0.03333333333333333,136.75,136.7,-1.218769043266578e-05,367,546
1128,0.03333333333333333,490.0,555.0,0.004421768707482993,367,546
85,0.03333333333333333,105.0,196.65,0.029095238095238098,367,546
758,0.03333333333333333,582.0,799.7,0.012468499427262315,367,546
725,0.03333333333333333,132.0,151.0,0.004797979797979798,367,546
1654,0.03333333333333333,118.5,219.0,0.028270042194092827,367,546
424,0.03333333333333333,127.0,130.75,0.000984251968503937,367,546
1089,0.03333333333333333,230.2,312.2,0.011873732985809442,367,546
1507,0.03333333333333333,206.03333333333333,254.26666666666665,0.00780348379442377,367,546
432,0.03333333333333333,82.1,177.05,0.03855054811205847,367,546
1425,0.03333333333333333,224.2,590.7,0.05449003865596195,367,546
183,0.03333333333333333,188.35,273.75,0.015113706751614902,367,546
2086,0.03333333333333333,101.765,123.025,0.006963756366792776,367,546
1516,0.03333333333333333,426.0,521.4,0.007464788732394365,367,546
658,0.03333333333333333,116.4,177.55,0.017511454753722795,367,546
1558,0.03333333333333333,119.0,154.25,0.009873949579831932,367,546
40,0.03333333333333333,476.0,797.0,0.022478991596638655,367,546
197,0.03333333333333333,78.60000000000001,87.81666666666666,0.003908679672038445,367,546
970,0.03333333333333333,19366.0,23199.6,0.006598505972666871,367,546
7,0.03333333333333333,107.875,136.0,0.00869061413673233,548,728
123,0.03333333333333333,896.7,1352.2,0.0169324560425263,548,728
178,0.03333333333333333,721.15,661.5,-0.0027571702604636105,548,728
218,0.03333333333333333,82.8,94.66666666666667,0.00477724100912507,548,728
312,0.03333333333333333,184.15,167.95,-0.002932392071680698,548,728
407,0.03333333333333333,110.0,135.15,0.007621212121212122,548,728
484,0.03333333333333333,369.0,647.85,0.02518970189701897,548,728
484,0.03333333333333333,369.0,647.85,0.02518970189701897,548,728
656,0.03333333333333333,120.4,84.3,-0.009994462901439648,548,728
694,0.03333333333333333,239.6,247.9,0.0011547022815804136,548,728
743,0.03333333333333333,220.4,400.35,0.027215668481548702,548,728
773,0.03333333333333333,189.0,218.95,0.005282186948853613,548,728
788,0.03333333333333333,127.35,90.0,-0.009776207302709068,548,728
825,0.03333333333333333,541.0,644.0,0.006346272335181762,548,728
1008,0.03333333333333333,80.5,79.6,-0.0003726708074534185,548,728
1169,0.03333333333333333,109.3,56.05,-0.016239707227813358,548,728
1204,0.03333333333333333,184.9,140.0,-0.008094465476834326,548,728
1240,0.03333333333333333,660.9,502.65,-0.007981540323800879,548,728
1383,0.03333333333333333,328.0,353.05,0.0025457317073170746,548,728
1425,0.03333333333333333,594.0,867.7,0.015359147025813695,548,728
1508,0.03333333333333333,312.5,296.5,-0.0017066666666666667,548,728
1526,0.03333333333333333,277.15,401.2,0.014919718563954541,548,728
1625,0.03333333333333333,720.0,700.15,-0.0009189814814814825,548,728
2742,0.03333333333333333,83.57000000000001,99.8,0.006473614933588604,548,728
56,0.03333333333333333,159.35,158.45,-0.00018826482585503727,730,910
123,0.03333333333333333,1399.0,1174.0,-0.005360972122944961,730,910
151,0.03333333333333333,306.525,357.5,0.005543321643150371,730,910
170,0.03333333333333333,370.0,475.0,0.00945945945945946,730,910
290,0.03333333333333333,1907.0,1990.0,0.0014507953155042824,730,910
308,0.03333333333333333,59.95,59.65,-0.00016680567139282972,730,910
350,0.03333333333333333,422.0,350.0,-0.005687203791469194,730,910
432,0.03333333333333333,257.4,245.5,-0.001541051541051538,730,910
459,0.03333333333333333,351.9,351.0,-8.525149190110613e-05,730,910
476,0.03333333333333333,87.95,82.25,-0.002160318362706084,730,910
484,0.03333333333333333,655.1,562.9,-0.004691395715666822,730,910
484,0.03333333333333333,655.1,562.9,-0.004691395715666822,730,910
612,0.03333333333333333,68.1,54.0,-0.0069016152716593225,730,910
658,0.03333333333333333,216.0,141.75,-0.011458333333333334,730,910
682,0.03333333333333333,867.65,927.55,0.002301235137056032,730,910
726,0.03333333333333333,236.25,229.0,-0.0010229276895943563,730,910
734,0.03333333333333333,89.6,58.1,-0.011718749999999998,730,910
745,0.03333333333333333,131.05,82.8,-0.012272669464580952,730,910
825,0.03333333333333333,667.3,581.0,-0.004310904640591436,730,910
918,0.03333333333333333,394.4,200.0,-0.01643002028397566,730,910
1113,0.03333333333333333,98.2,75.8,-0.007603530210454856,730,910
1204,0.03333333333333333,143.7,304.4,0.03727673393644166,730,910
1240,0.03333333333333333,492.15,362.5,-0.008781198144197228,730,910
1248,0.03333333333333333,508.35,371.2,-0.00899314776564703,730,910
1507,0.03333333333333333,287.73333333333335,282.06666666666666,-0.0006564720420142128,730,910
1517,0.03333333333333333,146.15,146.7,0.00012544189759379243,730,910
1526,0.03333333333333333,397.0,480.0,0.006968933669185559,730,910
1622,0.03333333333333333,213.6,172.9,-0.006351435705368288,730,910
2731,0.03333333333333333,109.0,43.0,-0.02018348623853211,730,910
9,0.03333333333333333,303.15,219.8,-0.009164879872450378,912,1092
56,0.03333333333333333,155.6,204.0,0.010368466152527851,912,1092
83,0.03333333333333333,667.9,697.0,0.0014523132205419985,912,1092
118,0.03333333333333333,1197.9,1095.0,-0.0028633441856582374,912,1092
123,0.03333333333333333,1174.8,1644.0,0.013312904324140281,912,1092
151,0.03333333333333333,362.725,326.5,-0.003328968226617963,912,1092
264,0.03333333333333333,170.0,207.7,0.007392156862745096,912,1092
284,0.03333333333333333,50.9,41.6,-0.006090373280943024,912,1092
290,0.03333333333333333,1959.9,1920.0,-0.0006786060513291509,912,1092
320,0.03333333333333333,43.8,40.8,-0.0022831050228310505,912,1092
350,0.03333333333333333,356.05,390.8,0.003253288395824556,912,1092
459,0.03333333333333333,347.0,323.85,-0.002223823246878,912,1092
484,0.03333333333333333,561.0,347.4,-0.012691622103386811,912,1092
484,0.03333333333333333,561.0,347.4,-0.012691622103386811,912,1092
658,0.03333333333333333,142.0,115.8,-0.006150234741784038,912,1092
726,0.03333333333333333,252.0,247.9,-0.0005423280423280415,912,1092
751,0.03333333333333333,11.2,11.7,0.0014880952380952382,912,1092
788,0.03333333333333333,129.5,155.65,0.006731016731016732,912,1092
804,0.03333333333333333,1008.0,734.0,-0.009060846560846561,912,1092
891,0.03333333333333333,1095.0,1439.55,0.010488584474885843,912,1092
918,0.03333333333333333,206.0,192.1,-0.002249190938511328,912,1092
1100,0.03333333333333333,15190.0,13099.9,-0.004586570111915735,912,1092
1113,0.03333333333333333,75.65,74.65,-0.0004406256884776382,912,1092
1168,0.03333333333333333,94.3,91.0,-0.001166489925768822,912,1092
1204,0.03333333333333333,332.4,677.0,0.03455675892498998,912,1092
1507,0.03333333333333333,298.0,290.1333333333333,-0.0008799403430275922,912,1092
1517,0.03333333333333333,147.6,95.4,-0.011788617886178859,912,1092
1526,0.03333333333333333,489.4,543.2,0.0036643509058711396,912,1092
1548,0.03333333333333333,55.0,74.95,0.012090909090909091,912,1092
56,0.03333333333333333,213.5,181.0,-0.0050741608118657295,1094,1274
151,0.03333333333333333,326.225,332.25,0.000615628272920017,1094,1274
243,0.03333333333333333,13.8,6.1,-0.018599033816425123,1094,1274
260,0.03333333333333333,515.0,570.0,0.003559870550161812,1094,1274
264,0.03333333333333333,202.3,184.0,-0.0030153237765694527,1094,1274
284,0.03333333333333333,42.0,40.7,-0.0010317460317460295,1094,1274
377,0.03333333333333333,195.0,229.5,0.005897435897435897,1094,1274
459,0.03333333333333333,319.1,314.5,-0.00048051812389010996,1094,1274
484,0.03333333333333333,344.0,134.55,-0.020295542635658914,1094,1274
484,0.03333333333333333,344.0,134.55,-0.020295542635658914,1094,1274
493,0.03333333333333333,1255.0,821.95,-0.011501992031872509,1094,1274
735,0.03333333333333333,91.0,62.35,-0.010494505494505493,1094,1274
804,0.03333333333333333,720.0,484.95,-0.010881944444444444,1094,1274
820,0.03333333333333333,101.8562874251497,106.28742514970061,0.001450127376053305,1094,1274
891,0.03333333333333333,1411.25,1343.0,-0.001612046058458813,1094,1274
891,0.03333333333333333,1411.25,1343.0,-0.001612046058458813,1094,1274
942,0.03333333333333333,292.56666666666666,268.6666666666667,-0.002723026090919446,1094,1274
974,0.03333333333333333,187.85,160.05,-0.004933013929553719,1094,1274
1085,0.03333333333333333,61.2,37.2,-0.013071895424836602,1094,1274
1130,0.03333333333333333,124.6,146.0,0.005724986623863029,1094,1274
1316,0.03333333333333333,94.35,62.7,-0.011181770005299414,1094,1274
1507,0.03333333333333333,287.59999999999997,294.23333333333335,0.0007688147117910736,1094,1274
