,Weight,Open_x,Open_y,Returns,Buy Date,Sell Date
1553,0.03333333333333333,261.7,264.0,0.0002929563112979253,1094,1274
1561,0.03333333333333333,176.0,169.7,-0.0011931818181818204,1094,1274
1579,0.03333333333333333,326.95,293.0,-0.003461283580567874,1094,1274
1615,0.03333333333333333,88.5,94.5,0.0022598870056497176,1094,1274
2157,0.03333333333333333,744.0,610.05,-0.006001344086021507,1094,1274
2669,0.03333333333333333,90.1,62.15,-0.010340362560118386,1094,1274
2731,0.03333333333333333,90.9,37.05,-0.01974697469746975,1094,1274
2736,0.03333333333333333,290.95,259.75,-0.00357449733631208,1094,1274
484,0.03333333333333333,139.0,56.0,-0.01990407673860911,1276,1456
243,0.03333333333333333,6.7,8.2,0.007462686567164174,1276,1456
493,0.03333333333333333,905.95,851.0,-0.0020218187170005716,1276,1456
691,0.03333333333333333,142.5,94.0,-0.011345029239766082,1276,1456
151,0.03333333333333333,330.525,517.5,0.018856364874063992,1276,1456
1346,0.03333333333333333,394.05,444.0,0.004225352112676055,1276,1456
254,0.03333333333333333,108.0,82.95,-0.00773148148148148,1276,1456
612,0.03333333333333333,87.9,70.7,-0.006522563519150551,1276,1456
658,0.03333333333333333,143.4,206.1,0.014574616457461642,1276,1456
577,0.03333333333333333,119.0,157.5,0.010784313725490196,1276,1456
1622,0.03333333333333333,125.0,214.05,0.02374666666666667,1276,1456
983,0.03333333333333333,281.15,275.0,-0.0007291481415614414,1276,1456
1400,0.03333333333333333,558.5,494.0,-0.0038495971351835273,1276,1456
457,0.03333333333333333,172.8,114.95,-0.011159336419753087,1276,1456
1627,0.03333333333333333,97.35714285714288,117.17857142857144,0.006786500366837855,1276,1456
2669,0.03333333333333333,63.7,54.85,-0.004631083202511774,1276,1456
56,0.03333333333333333,180.75,177.7,-0.000562471184877826,1276,1456
1586,0.03333333333333333,229.0,257.6,0.0041630276564774416,1276,1456
369,0.03333333333333333,77.0,97.7,0.008961038961038961,1276,1456
312,0.03333333333333333,215.2,202.55,-0.001959417596034693,1276,1456
197,0.03333333333333333,125.0,154.1,0.007759999999999998,1276,1456
960,0.03333333333333333,2578.95,2250.0,-0.0042517303553771865,1276,1456
432,0.03333333333333333,352.0,404.5,0.004971590909090909,1276,1456
403,0.03333333333333333,220.4,288.0,0.010223835450695704,1276,1456
562,0.03333333333333333,97.2,57.4,-0.013648834019204392,1276,1456
436,0.03333333333333333,126.35,123.6,-0.0007254979554148529,1276,1456
1213,0.03333333333333333,574.4,528.9,-0.0026404363974001856,1276,1456
199,0.03333333333333333,550.05,629.95,0.00484198406205497,1276,1456
831,0.03333333333333333,138.1,108.0,-0.007265266714940864,1276,1456
822,0.03333333333333333,289.0,277.65,-0.0013091118800461386,1276,1456
484,0.03333333333333333,53.5,33.0,-0.012772585669781933,1458,1639
243,0.03333333333333333,8.1,8.05,-0.00020576131687242362,1458,1639
1489,0.03333333333333333,153.0,140.0,-0.002832244008714597,1458,1639
1346,0.03333333333333333,438.95,499.95,0.004632266393287011,1458,1639
153,0.03333333333333333,234.15,219.25,-0.002121147412627234,1458,1639
612,0.03333333333333333,70.45,203.5,0.06295244854506743,1458,1639
658,0.03333333333333333,210.0,289.0,0.01253968253968254,1458,1639
1586,0.03333333333333333,256.5,383.2,0.01646523716699155,1458,1639
960,0.03333333333333333,2260.35,2670.0,0.006041099829672397,1458,1639
1213,0.03333333333333333,520.05,680.1,0.010258628977982891,1458,1639
831,0.03333333333333333,108.25,165.7,0.017690531177829094,1458,1639
822,0.03333333333333333,288.05,388.35,0.011606781230110514,1458,1639
1579,0.03333333333333333,259.0,247.55,-0.001473616473616472,1458,1639
974,0.03333333333333333,113.0,64.15,-0.014410029498525073,1458,1639
1397,0.03333333333333333,49.3,58.95,0.0065246788370520665,1458,1639
937,0.03333333333333333,971.0,1079.95,0.003740130449708206,1458,1639
358,0.03333333333333333,2850.0,2458.9,-0.004574269005847952,1458,1639
1351,0.03333333333333333,690.3,629.05,-0.0029576512627360087,1458,1639
885,0.03333333333333333,100.35,150.0,0.016492277030393625,1458,1639
2640,0.03333333333333333,115.0,103.2,-0.003420289855072463,1458,1639
955,0.03333333333333333,174.65,161.8,-0.0024525240958106678,1458,1639
183,0.03333333333333333,534.9,712.5,0.011067489250327167,1458,1639
3176,0.03333333333333333,188.0,214.4,0.0046808510638297884,1458,1639
820,0.03333333333333333,80.83832335329342,71.97604790419162,-0.0036543209876543224,1458,1639
3350,0.03333333333333333,577.05,949.0,0.021485717586575404,1458,1639
217,0.03333333333333333,137.2,137.95,0.00018221574344023326,1458,1639
395,0.03333333333333333,159.85,155.1,-0.0009905119382754666,1458,1639
1043,0.03333333333333333,78.55,91.0,0.005283259070655634,1458,1639
1404,0.03333333333333333,192.0,151.55,-0.007022569444444442,1458,1639
1615,0.03333333333333333,133.7,212.45,0.019633507853403145,1458,1639
484,0.03333333333333333,33.05,34.7,0.001664145234493198,1640,1821
612,0.03333333333333333,207.0,223.6,0.002673107890499194,1640,1821
2955,0.03333333333333333,458.23333333333335,856.6666666666666,0.02898329332460415,1640,1821
966,0.03333333333333333,1110.0,1542.7,0.012993993993993994,1640,1821
21,0.03333333333333333,125.75,236.75,0.029423459244532803,1640,1821
1490,0.03333333333333333,2303.0,2042.65,-0.003768273266753509,1640,1821
441,0.03333333333333333,356.0,530.0,0.016292134831460674,1640,1821
1966,0.03333333333333333,1495.0,1348.6,-0.003264214046822744,1640,1821
885,0.03333333333333333,149.0,165.75,0.0037472035794183446,1640,1821
2742,0.03333333333333333,607.0,502.0,-0.005766062602965404,1640,1821
1124,0.03333333333333333,2821.95,2886.0,0.0007565690391396042,1640,1821
403,0.03333333333333333,644.9,745.15,0.00518168191450871,1640,1821
1999,0.03333333333333333,140.0,123.85,-0.003845238095238097,1640,1821
116,0.03333333333333333,673.0,840.0,0.008271421495789995,1640,1821
942,0.03333333333333333,387.3333333333333,341.85,-0.0039142283419391815,1640,1821
369,0.03333333333333333,185.95,294.0,0.019369006005198534,1640,1821
82,0.03333333333333333,1552.1,1980.0,0.009189699976376094,1640,1821
248,0.03333333333333333,1781.0,1960.0,0.0033501778027325473,1640,1821
947,0.03333333333333333,200.01666666666665,441.6666666666667,0.040271644029664204,1640,1821
2728,0.03333333333333333,563.0,638.25,0.004455298993487271,1640,1821
1615,0.03333333333333333,203.5,400.9,0.03233415233415233,1640,1821
1213,0.03333333333333333,680.45,783.9,0.00506772478996742,1640,1821
287,0.03333333333333333,286.85,265.0,-0.0025390738481203905,1640,1821
496,0.03333333333333333,512.65,700.5,0.012214311258493451,1640,1821
262,0.03333333333333333,111.5,145.3,0.010104633781763829,1640,1821
1579,0.03333333333333333,245.0,458.9,0.029102040816326526,1640,1821
2558,0.03333333333333333,224.9,425.95,0.029798428931376904,1640,1821
748,0.03333333333333333,114.75,152.85,0.011067538126361654,1640,1821
1397,0.03333333333333333,59.8,57.5,-0.0012820512820512805,1640,1821
638,0.03333333333333333,977.05,900.0,-0.0026286611057093614,1640,1821
612,0.03333333333333333,228.95,166.0,-0.009165028754458758,1822,2002
1201,0.03333333333333333,363.9,195.05,-0.015466703306769256,1822,2002
213,0.03333333333333333,295.25,224.9,-0.0079424216765453,1822,2002
810,0.03333333333333333,361.7,253.7,-0.009952999723527787,1822,2002
633,0.03333333333333333,1390.0,1211.1,-0.004290167865707436,1822,2002
718,0.03333333333333333,181.2,152.3,-0.00531640912435614,1822,2002
2726,0.03333333333333333,899.1,513.45,-0.014297630964297628,1822,2002
1490,0.03333333333333333,2048.0,1893.0,-0.0025227864583333335,1822,2002
1200,0.03333333333333333,290.7,395.0,0.011959637656232085,1822,2002
1615,0.03333333333333333,435.0,54.35,-0.029168582375478924,1822,2002
1106,0.03333333333333333,357.95,283.0,-0.006979559528798249,1822,2002
1404,0.03333333333333333,283.1,316.4,0.003920876015542206,1822,2002
1168,0.03333333333333333,110.4,81.0,-0.0088768115942029,1822,2002
946,0.03333333333333333,225.1,163.75,-0.009084851177254553,1822,2002
441,0.03333333333333333,527.8,574.0,0.002917771883289128,1822,2002
197,0.03333333333333333,269.35,318.375,0.006067075057236554,1822,2002
151,0.03333333333333333,1197.0,1091.1,-0.002949039264828741,1822,2002
1509,0.03333333333333333,305.5,260.1,-0.004953627932351334,1822,2002
1159,0.03333333333333333,397.75,465.1,0.005644248900062855,1822,2002
1641,0.03333333333333333,353.35,443.4,0.00849488231687184,1822,2002
947,0.03333333333333333,433.2833333333333,420.05,-0.0010180661871241523,1822,2002
217,0.03333333333333333,137.2,24.25,-0.027441690962099124,1822,2002
307,0.03333333333333333,1053.0,825.0,-0.00721747388414055,1822,2002
2558,0.03333333333333333,421.0,384.65,-0.0028780680918448157,1822,2002
318,0.03333333333333333,320.95,241.7,-0.008230773225320663,1822,2002
1008,0.03333333333333333,134.65,101.05,-0.00831786112142592,1822,2002
1398,0.03333333333333333,616.9,487.0,-0.0070189657967255625,1822,2002
1117,0.03333333333333333,464.65,140.3,-0.02326840991427239,1822,2002
1551,0.03333333333333333,856.4,878.0,0.0008407286314806175,1822,2002
312,0.03333333333333333,581.65,293.65,-0.01650477091034127,1822,2002
38,0.03333333333333333,348.45,314.0,-0.003295546945998947,2005,2184
143,0.03333333333333333,524.25,508.4,-0.0010077889047846143,2005,2184
147,0.03333333333333333,2337.0,2594.0,0.0036656682356297245,2005,2184
217,0.03333333333333333,26.1,9.9,-0.020689655172413793,2005,2184
256,0.03333333333333333,261.35,176.0,-0.010885785345322366,2005,2184
319,0.03333333333333333,87.6,69.9,-0.0067351598173515945,2005,2184
441,0.03333333333333333,540.95,562.0,0.0012971007794928644,2005,2184
474,0.03333333333333333,6416.7,6520.0,0.0005366205889839543,2005,2184
615,0.03333333333333333,465.1,396.75,-0.004898588117250772,2005,2184
664,0.03333333333333333,179.0,217.4,0.007150837988826817,2005,2184
691,0.03333333333333333,82.95,171.0,0.03538276069921639,2005,2184
728,0.03333333333333333,2412.0,1782.05,-0.008705776672194583,2005,2184
730,0.03333333333333333,346.05,254.0,-0.008866734094302366,2005,2184
742,0.03333333333333333,224.0,135.4,-0.01318452380952381,2005,2184
762,0.03333333333333333,1393.0,1321.75,-0.0017049533381191674,2005,2184
765,0.03333333333333333,531.75,483.8,-0.003005798464190565,2005,2184
810,0.03333333333333333,230.3,238.1,0.0011289622231871448,2005,2184
820,0.03333333333333333,164.67065868263472,131.79640718562874,-0.006654545454545454,2005,2184
869,0.03333333333333333,1221.0,1660.0,0.011984711984711984,2005,2184
937,0.03333333333333333,2413.0,2902.3,0.006759220886862829,2005,2184
1044,0.03333333333333333,1092.0,1105.0,0.0003968253968253968,2005,2184
1100,0.03333333333333333,27823.9,24307.5,-0.004212685257398617,2005,2184
1215,0.03333333333333333,337.0,275.1,-0.006122650840751729,2005,2184
1259,0.03333333333333333,670.65,516.3,-0.0076716618206217856,2005,2184
1508,0.03333333333333333,1331.0,998.5,-0.008327072376659153,2005,2184
1536,0.03333333333333333,1049.75,1100.95,0.00162578391680559,2005,2184
1570,0.03333333333333333,5830.05,7395.0,0.008947607653450654,2005,2184
1641,0.03333333333333333,424.8,519.45,0.00742702448210923,2005,2184
1641,0.03333333333333333,424.8,519.45,0.00742702448210923,2005,2184
2726,0.03333333333333333,475.25,159.4,-0.022153252674031215,2005,2184
12,0.03333333333333333,207.75,210.1,0.000377055756117127,2187,2366
21,0.03333333333333333,199.5,226.0,0.004427736006683375,2187,2366
155,0.03333333333333333,102.0,141.15,0.012794117647058826,2187,2366
167,0.03333333333333333,1102.1,1414.95,0.009462238756313709,2187,2366
174,0.03333333333333333,918.0,829.5,-0.0032135076252723313,2187,2366
276,0.03333333333333333,1303.15,1135.9,-0.004278095384261213,2187,2366
296,0.03333333333333333,803.2,744.0,-0.0024568393094289522,2187,2366
342,0.03333333333333333,1465.0,1541.65,0.001744027303754268,2187,2366
379,0.03333333333333333,193.95,171.5,-0.003858382744693648,2187,2366
426,0.03333333333333333,93.5,102.75,0.0032976827094474154,2187,2366
468,0.03333333333333333,318.0,266.45,-0.005403563941299792,2187,2366
615,0.03333333333333333,377.25,277.0,-0.008857963331124366,2187,2366
655,0.03333333333333333,149.3,151.0,0.000379549006474657,2187,2366
661,0.03333333333333333,1139.9,1540.0,0.011699856712577124,2187,2366
664,0.03333333333333333,219.0,142.95,-0.011575342465753426,2187,2366
664,0.03333333333333333,219.0,142.95,-0.011575342465753426,2187,2366
691,0.03333333333333333,167.6,190.1,0.004474940334128878,2187,2366
728,0.03333333333333333,1800.05,1655.45,-0.002677703397127856,2187,2366
742,0.03333333333333333,138.0,152.3,0.0034541062801932395,2187,2366
767,0.03333333333333333,199.9,157.9,-0.007003501750875437,2187,2366
857,0.03333333333333333,683.65,490.15,-0.009434652234330433,2187,2366
983,0.03333333333333333,501.7,623.75,0.008109095741146767,2187,2366
1089,0.03333333333333333,96.0,93.6,-0.0008333333333333352,2187,2366
1168,0.03333333333333333,107.8,140.0,0.009956709956709959,2187,2366
1425,0.03333333333333333,1975.55,3034.0,0.017859161583693994,2187,2366
1510,0.03333333333333333,876.0,859.65,-0.000622146118721462,2187,2366
1570,0.03333333333333333,7411.95,6815.2,-0.0026837292030662194,2187,2366
1604,0.03333333333333333,504.0,602.2666666666667,0.006499118165784832,2187,2366
1627,0.03333333333333333,227.0,239.0,0.001762114537444934,2187,2366
3350,0.03333333333333333,1574.3,2065.6,0.010402506934298842,2187,2366
1155,0.03333333333333333,200.0,194.85,-0.0008583333333333343,2368,2548
765,0.03333333333333333,759.0,588.65,-0.007481335090030743,2368,2548
691,0.03333333333333333,191.95,168.2,-0.004124337935226188,2368,2548
3027,0.03333333333333333,1505.9,1800.0,0.006509949753192994,2368,2548
891,0.03333333333333333,4698.95,4394.95,-0.002156510142336763,2368,2548
1106,0.03333333333333333,252.0,252.8,0.00010582010582010733,2368,2548
742,0.03333333333333333,152.65,137.0,-0.0034174036466863202,2368,2548
2988,0.03333333333333333,1947.0,3250.0,0.022307824002739254,2368,2548
1091,0.03333333333333333,104.3,69.55,-0.011105784595717481,2368,2548
1425,0.03333333333333333,2975.5,3322.9,0.0038917828936313238,2368,2548
741,0.03333333333333333,1008.0,1156.0,0.004894179894179894,2368,2548
2242,0.03333333333333333,113.85,98.7,-0.0044356609574000855,2368,2548
3094,0.03333333333333333,169.0,226.8,0.011400394477317556,2368,2548
1509,0.03333333333333333,260.0,318.2,0.0074615384615384596,2368,2548
147,0.03333333333333333,3569.85,4138.6,0.005310680654182487,2368,2548
3350,0.03333333333333333,2115.0,1905.1,-0.003308116627265565,2368,2548
612,0.03333333333333333,113.55,62.65,-0.014942022603845589,2368,2548
1234,0.03333333333333333,110.5,115.85,0.0016138763197586711,2368,2548
2041,0.03333333333333333,270.4,232.7,-0.0046474358974358965,2368,2548
312,0.03333333333333333,523.75,356.1,-0.010669848846459825,2368,2548
661,0.03333333333333333,1605.0,1284.0,-0.006666666666666666,2368,2548
1142,0.03333333333333333,1181.0,1486.6,0.00862545865086085,2368,2548
903,0.03333333333333333,139.55,172.95,0.007978024602890236,2368,2548
2510,0.03333333333333333,120.95,88.15,-0.009039548022598869,2368,2548
379,0.03333333333333333,173.0,141.05,-0.006156069364161847,2368,2548
2482,0.03333333333333333,519.45,516.0,-0.00022138800654538743,2368,2548
2714,0.03333333333333333,562.95,635.0,0.0042662166563045825,2368,2548
3002,0.03333333333333333,516.0,775.55,0.016766795865633073,2368,2548
144,0.03333333333333333,8339.7,9281.75,0.0037653232930041415,2368,2548
1551,0.03333333333333333,1312.6,1206.1,-0.002704555843364315,2368,2548
11,0.03333333333333333,13070.0,15658.45,0.006601504718184139,2551,2730
18,0.03333333333333333,208.95,154.5,-0.008686288585786071,2551,2730
21,0.03333333333333333,334.95,223.0,-0.011140966313380105,2551,2730
118,0.03333333333333333,2772.1,3300.0,0.006347774851797075,2551,2730
203,0.03333333333333333,150.0,100.0,-0.011111111111111112,2551,2730
283,0.03333333333333333,518.0,730.0,0.013642213642213642,2551,2730
290,0.03333333333333333,1880.0,1496.0,-0.006808510638297873,2551,2730
343,0.03333333333333333,228.6,164.5,-0.009346748323126274,2551,2730
377,0.03333333333333333,202.05,267.45,0.010789408562237066,2551,2730
407,0.03333333333333333,170.15,196.25,0.005113135468704083,2551,2730
493,0.03333333333333333,1310.8,972.0,-0.00861560370257349,2551,2730
617,0.03333333333333333,541.1,367.0,-0.010725066223125732,2551,2730
735,0.03333333333333333,159.95,146.0,-0.0029071584870271937,2551,2730
741,0.03333333333333333,1159.9,1402.0,0.006957496335891022,2551,2730
857,0.03333333333333333,660.35,613.0,-0.0023901466394083957,2551,2730
903,0.03333333333333333,172.4,153.05,-0.003741299303944314,2551,2730
965,0.03333333333333333,146.45,98.0,-0.011027654489586888,2551,2730
1025,0.03333333333333333,306.0,274.95,-0.0033823529411764718,2551,2730
1132,0.03333333333333333,4223.7,4039.0,-0.0014576477180355285,2551,2730
1239,0.03333333333333333,622.5,643.85,0.0011432396251673373,2551,2730
1512,0.03333333333333333,175.9,102.35,-0.01393784347166951,2551,2730
2552,0.03333333333333333,1009.0,1600.0,0.01952428146679881,2551,2730
2666,0.03333333333333333,3736.0,5749.0,0.01796038543897216,2551,2730
2747,0.03333333333333333,815.0,660.0,-0.006339468302658487,2551,2730
2842,0.03333333333333333,156.6,120.85,-0.007609621115368242,2551,2730
2884,0.03333333333333333,382.7,452.45,0.0060752547687483675,2551,2730
2955,0.03333333333333333,580.0,467.0,-0.006494252873563218,2551,2730
3002,0.03333333333333333,768.5,537.95,-0.009999999999999998,2551,2730
3094,0.03333333333333333,224.7,293.95,0.010272956534638777,2551,2730
3150,0.03333333333333333,947.0,811.0,-0.004787046814501936,2551,2730
