,Weight,Open_x,Open_y,Returns,Buy Date,Sell Date
680,0.05,316.9,275.0,-0.006610918270747867,2277,2366
2682,0.05,1019.55,1155.9,0.00668677357657791,2277,2366
1525,0.05,771.0,738.0,-0.0021400778210116734,2277,2366
1066,0.05,524.9,557.0,0.0030577252810059085,2277,2366
1213,0.05,708.0,805.1,0.006857344632768363,2277,2366
1244,0.05,1377.95,1272.15,-0.003839036249501069,2277,2366
144,0.05,8339.7,7852.0,-0.002923966089907315,2368,2457
147,0.05,3569.85,3820.0,0.003503648612686809,2368,2457
584,0.05,291.8,278.0,-0.0023646333104866365,2368,2457
661,0.05,1605.0,1735.0,0.004049844236760125,2368,2457
903,0.05,139.55,128.9,-0.003815836617699751,2368,2457
1002,0.05,2215.0,2100.0,-0.0025959367945823926,2368,2457
1131,0.05,134.0,104.0,-0.011194029850746268,2368,2457
1142,0.05,1181.0,1260.0,0.0033446232006773924,2368,2457
1180,0.05,265.05,309.0,0.008290888511601582,2368,2457
1213,0.05,800.1,763.9,-0.002262217222847147,2368,2457
1311,0.05,355.75,307.55,-0.006774420238931833,2368,2457
1358,0.05,21453.5,19385.05,-0.004820775164891511,2368,2457
1376,0.05,1261.0,1350.0,0.003528945281522601,2368,2457
1425,0.05,2975.5,2933.4,-0.0007074441270374711,2368,2457
1509,0.05,260.0,266.0,0.001153846153846154,2368,2457
