,Weight,Open_x,Open_y,Returns,Buy Date,Sell Date
127,0.05,195.5,372.4,0.045242966751918155,367,546
299,0.05,343.25,355.0,0.0017115804806991989,367,546
1525,0.05,365.62,425.5,0.008188829932717029,367,546
949,0.05,389.2375,442.5,0.006841902437457849,367,546
1507,0.05,206.03333333333333,254.26666666666665,0.011705225691635655,367,546
1516,0.05,426.0,521.4,0.011197183098591546,367,546
3699,0.05,4983.05,7849.65,0.02876350829311365,367,546
2086,0.05,101.765,123.025,0.010445634550189166,367,546
1654,0.05,118.5,219.0,0.042405063291139244,367,546
970,0.05,19366.0,23199.6,0.009897758959000308,367,546
197,0.05,78.60000000000001,87.81666666666666,0.005863019508057668,367,546
184,0.05,164.525,307.5,0.04345084333687889,367,546
556,0.05,630.0,746.45,0.009242063492063496,367,546
3068,0.05,456.5,485.0,0.00312157721796276,367,546
260,0.05,464.6,657.95,0.020808222126560486,367,546
63,0.05,338.0,467.15,0.019105029585798815,367,546
1100,0.05,5150.1,7345.0,0.021309294965146306,367,546
167,0.05,537.475,614.85,0.007198009209730685,367,546
1044,0.05,371.5,436.0,0.008681022880215343,367,546
1604,0.05,132.0,220.66666666666666,0.03358585858585858,367,546
694,0.05,239.6,247.9,0.0017320534223706201,548,728
656,0.05,120.4,84.3,-0.014991694352159473,548,728
1131,0.05,154.25,151.0,-0.001053484602917342,548,728
562,0.05,103.5,68.0,-0.01714975845410628,548,728
1596,0.05,237.2,242.8,0.0011804384485666153,548,728
1494,0.05,174.8,129.8,-0.012871853546910754,548,728
510,0.05,120.2,176.7,0.023502495840266216,548,728
234,0.05,465.95,451.65,-0.0015344994098079206,548,728
1654,0.05,220.85,238.7,0.00404120443740095,548,728
740,0.05,124.5,67.7,-0.022811244979919678,548,728
85,0.05,205.0,218.0,0.0031707317073170734,548,728
257,0.05,246.4,206.78000000000003,-0.008039772727272724,548,728
1248,0.05,780.1,496.6,-0.018170747340084604,548,728
127,0.05,369.0,549.65,0.024478319783197828,548,728
658,0.05,180.6,208.0,0.0075858250276854946,548,728
1240,0.05,660.9,502.65,-0.011972310485701318,548,728
1089,0.05,332.95,341.35,0.001261450668268514,548,728
584,0.05,92.97777777777777,120.8888888888889,0.015009560229445516,548,728
613,0.05,387.95,445.0,0.007352751643252999,548,728
510,0.05,190.55,213.8,0.006100760955129887,730,910
658,0.05,216.0,141.75,-0.0171875,730,910
1089,0.05,340.0,169.65,-0.025051470588235293,730,910
3699,0.05,15199.3,19201.55,0.013165902377083157,730,910
613,0.05,460.9,600.0,0.01509004122369278,730,910
655,0.05,123.5,92.0,-0.012753036437246965,730,910
689,0.05,61.8,36.95,-0.020105177993527505,730,910
3068,0.05,897.0,1364.35,0.026050724637681155,730,910
1577,0.05,261.0,240.0,-0.004022988505747126,730,910
1213,0.05,337.9,335.0,-0.0004291210417283187,730,910
63,0.05,814.95,865.0,0.0030707405362292136,730,910
127,0.05,563.05,706.5,0.01273865553680846,730,910
2242,0.05,93.6,112.87833333333333,0.010298254985754988,730,910
1398,0.05,483.95,362.0,-0.012599442091125117,730,910
1557,0.05,1100.0,1332.95,0.010588636363636366,730,910
214,0.05,19590.0,21492.0,0.0048545176110260345,730,910
184,0.05,467.5,532.75,0.0069786096256684495,730,910
1444,0.05,914.9,1110.0,0.010662367471854851,730,910
147,0.05,345.9,523.005,0.025600607111882053,730,910
1100,0.05,11453.05,15000.0,0.015484739872784984,730,910
40,0.05,1013.9,900.0,-0.00561692474603018,912,1092
83,0.05,667.9,697.0,0.002178469830812998,912,1092
147,0.05,545.0,591.5,0.00426605504587156,912,1092
389,0.05,583.85,494.5,-0.007651794125203393,912,1092
613,0.05,624.9,708.75,0.0067090734517522834,912,1092
655,0.05,92.0,118.9,0.014619565217391309,912,1092
655,0.05,92.0,118.9,0.014619565217391309,912,1092
658,0.05,142.0,115.8,-0.009225352112676059,912,1092
658,0.05,142.0,115.8,-0.009225352112676059,912,1092
680,0.05,453.7,412.1,-0.004584527220630369,912,1092
1100,0.05,15190.0,13099.9,-0.006879855167873603,912,1092
1223,0.05,470.0,434.6,-0.0037659574468085085,912,1092
1376,0.05,1354.0,1192.5,-0.005963810930576072,912,1092
1444,0.05,1116.6,1289.8,0.007755686906680998,912,1092
1604,0.05,359.2,288.7,-0.00981347438752784,912,1092
1654,0.05,316.7,309.55,-0.0011288285443637478,912,1092
1660,0.05,749.9,693.0,-0.0037938391785571394,912,1092
2552,0.05,194.94,378.0,0.04695290858725762,912,1092
3068,0.05,1380.0,1456.0,0.0027536231884057972,912,1092
3699,0.05,19742.0,16198.9,-0.008973508256508967,912,1092
1204,0.05,677.9,430.0,-0.018284407729753652,1094,1274
2552,0.05,379.33000000000004,397.05,0.0023356971502385745,1094,1274
1660,0.05,694.5,553.3,-0.010165586753059758,1094,1274
1044,0.05,578.0,503.0,-0.006487889273356401,1094,1274
1615,0.05,88.5,94.5,0.0033898305084745766,1094,1274
820,0.05,101.8562874251497,106.28742514970061,0.002175191064079958,1094,1274
1130,0.05,124.6,146.0,0.008587479935794545,1094,1274
389,0.05,489.0,541.5,0.005368098159509203,1094,1274
2732,0.05,498.925,597.45,0.009873728516310071,1094,1274
310,0.05,82.9,92.7,0.005910735826296741,1094,1274
1557,0.05,1478.9,1322.0,-0.005304618297383193,1094,1274
2669,0.05,90.1,62.15,-0.01551054384017758,1094,1274
1302,0.05,4414.0,4131.0,-0.0032057091073855915,1094,1274
1213,0.05,375.0,548.0,0.02306666666666667,1094,1274
1577,0.05,293.9,294.95,0.000178632187818988,1094,1274
1227,0.05,88.05,47.6,-0.022969903463940945,1094,1274
144,0.05,1927.5,2091.0,0.0042412451361867705,1094,1274
998,0.05,569.0,564.0,-0.0004393673110720562,1094,1274
127,0.05,890.0,703.0,-0.01050561797752809,1094,1274
481,0.05,936.0,774.0,-0.008653846153846154,1094,1274
197,0.05,125.0,154.1,0.01164,1276,1456
1124,0.05,1385.0,1468.3,0.0030072202166064967,1276,1456
983,0.05,281.15,275.0,-0.0010937222123421622,1276,1456
1213,0.05,574.4,528.9,-0.003960654596100279,1276,1456
3368,0.05,215.0,223.98000000000002,0.0020883720930232603,1276,1456
183,0.05,698.0,519.05,-0.01281876790830946,1276,1456
577,0.05,119.0,157.5,0.016176470588235296,1276,1456
878,0.05,310.95,254.85,-0.009020742884708152,1276,1456
820,0.05,107.75449101796407,82.09580838323353,-0.011906085023617672,1276,1456
1430,0.05,1152.9,801.15,-0.015255009107468128,1276,1456
2086,0.05,142.8,155.4,0.004411764705882351,1276,1456
1130,0.05,142.75,179.225,0.012775831873905427,1276,1456
147,0.05,770.0,810.0,0.0025974025974025974,1276,1456
1604,0.05,366.0,419.26666666666665,0.00727686703096539,1276,1456
2552,0.05,399.2,494.0,0.011873747494989983,1276,1456
550,0.05,359.0,327.5,-0.004387186629526463,1276,1456
1622,0.05,125.0,214.05,0.035620000000000006,1276,1456
1516,0.05,314.0,388.5,0.011863057324840765,1276,1456
254,0.05,108.0,82.95,-0.011597222222222222,1276,1456
1670,0.05,103.7,63.5,-0.019382835101253618,1276,1456
1622,0.05,215.7,238.2,0.00521557719054242,1458,1639
658,0.05,210.0,289.0,0.01880952380952381,1458,1639
395,0.05,159.85,155.1,-0.0014857679074132,1458,1639
577,0.05,156.5,189.4,0.010511182108626201,1458,1639
589,0.05,254.25,251.0,-0.0006391347099311701,1458,1639
1615,0.05,133.7,212.45,0.029450261780104715,1458,1639
1507,0.05,412.8666666666666,485.2,0.008759890198611342,1458,1639
1495,0.05,268.45,231.2,-0.0069379772769603285,1458,1639
820,0.05,80.83832335329342,71.97604790419162,-0.005481481481481485,1458,1639
970,0.05,48998.95,69955.0,0.02138418272228283,1458,1639
1229,0.05,118.55,175.35,0.023956136651202022,1458,1639
2761,0.05,178.94,212.5,0.009377444953615739,1458,1639
1079,0.05,189.5,158.95,-0.008060686015831138,1458,1639
1131,0.05,117.5,121.35,0.0016382978723404231,1458,1639
584,0.05,283.3333333333333,340.0,0.010000000000000004,1458,1639
234,0.05,267.55,337.95,0.013156419360867123,1458,1639
1130,0.05,179.95,219.125,0.010884968046679638,1458,1639
197,0.05,153.36666666666667,163.5,0.0033036296457291865,1458,1639
3052,0.05,159.525,192.5,0.010335370631562448,1458,1639
1512,0.05,467.0,443.8,-0.0024839400428265514,1458,1639
1124,0.05,2821.95,2886.0,0.0011348535587094066,1640,1821
369,0.05,185.95,294.0,0.029053509007797802,1640,1821
18,0.05,132.3,163.0,0.011602418745275882,1640,1821
426,0.05,112.5,108.0,-0.002,1640,1821
326,0.05,423.5,593.6,0.020082644628099177,1640,1821
1615,0.05,203.5,400.9,0.0485012285012285,1640,1821
283,0.05,415.0,545.2,0.015686746987951812,1640,1821
998,0.05,974.85,980.0,0.00026414320151818115,1640,1821
613,0.05,1080.0,1198.9,0.005504629629629634,1640,1821
1577,0.05,534.5,772.55,0.022268475210477076,1640,1821
1470,0.05,792.2,986.4,0.012257005806614487,1640,1821
1999,0.05,140.0,123.85,-0.005767857142857145,1640,1821
1198,0.05,899.9,1079.85,0.009998333148127567,1640,1821
965,0.05,209.42222222222222,252.66666666666666,0.010324702886247879,1640,1821
343,0.05,185.4,245.25,0.016140776699029125,1640,1821
495,0.05,624.0,603.5,-0.0016426282051282054,1640,1821
735,0.05,115.8,184.6,0.029706390328151987,1640,1821
1229,0.05,167.8,156.65,-0.0033224076281287264,1640,1821
1507,0.05,480.6666666666667,451.8,-0.003002773925104023,1640,1821
1225,0.05,505.75,514.0,0.0008156203657933762,1640,1821
1615,0.05,435.0,54.35,-0.043752873563218386,1822,2002
1509,0.05,305.5,260.1,-0.007430441898527002,1822,2002
1551,0.05,856.4,878.0,0.0012610929472209262,1822,2002
1117,0.05,464.65,140.3,-0.03490261487140858,1822,2002
342,0.05,1087.85,1048.0,-0.0018315944293790464,1822,2002
762,0.05,892.5,1390.0,0.027871148459383755,1822,2002
151,0.05,1197.0,1091.1,-0.0044235588972431125,1822,2002
2947,0.05,717.0,682.0,-0.0024407252440725243,1822,2002
1100,0.05,24683.9,26995.0,0.004681391514306893,1822,2002
393,0.05,1356.65,1293.3,-0.0023347952677551373,1822,2002
369,0.05,291.85,311.25,0.0033236251499057694,1822,2002
613,0.05,1199.0,1204.0,0.0002085070892410342,1822,2002
197,0.05,269.35,318.375,0.009100612585854831,1822,2002
2761,0.05,331.5,256.9,-0.011251885369532432,1822,2002
658,0.05,388.0,344.85,-0.005560567010309276,1822,2002
1287,0.05,90.7,83.55,-0.003941565600882032,1822,2002
1577,0.05,769.8,579.5,-0.012360353338529487,1822,2002
1583,0.05,1069.95,1269.0,0.009301836534417495,1822,2002
1654,0.05,654.0,516.5,-0.01051223241590214,1822,2002
326,0.05,598.0,640.8,0.003578595317725749,1822,2002
615,0.05,465.1,396.75,-0.007347882175876158,2005,2184
949,0.05,971.0,848.8,-0.006292481977342949,2005,2184
1117,0.05,135.45,82.9,-0.019398301956441488,2005,2184
1044,0.05,1092.0,1105.0,0.0005952380952380953,2005,2184
968,0.05,1140.0,963.0,-0.007763157894736842,2005,2184
762,0.05,1393.0,1321.75,-0.002557430007178751,2005,2184
2761,0.05,251.8,263.0,0.0022239872915011893,2005,2184
189,0.05,373.7,309.8,-0.008549638747658548,2005,2184
1525,0.05,716.05,699.0,-0.001190559318483343,2005,2184
1521,0.05,1865.0,1905.8,0.0010938337801608567,2005,2184
197,0.05,319.35,310.45,-0.0013934554563958092,2005,2184
812,0.05,1319.0,1230.0,-0.003373768006065201,2005,2184
147,0.05,2337.0,2594.0,0.0054985023534445876,2005,2184
3068,0.05,3062.0,3120.5,0.0009552580013063359,2005,2184
2253,0.05,1455.8,1612.25,0.005373334249210058,2005,2184
1141,0.05,1035.1,1135.1,0.004830451164138731,2005,2184
523,0.05,305.0,331.95,0.004418032786885244,2005,2184
