,Weight,Open_x,Open_y,Returns,Buy Date,Sell Date
877,0.05,892.65,782.9,-0.006147426202879069,2005,2184
588,0.05,1610.0,1814.0,0.0063354037267080755,2005,2184
1583,0.05,1156.5,1374.7,0.009433635970600955,2005,2184
342,0.05,1465.0,1541.65,0.0026160409556314026,2187,2366
812,0.05,1257.25,1489.0,0.009216544044541659,2187,2366
523,0.05,312.5,281.4,-0.004976000000000004,2187,2366
167,0.05,1102.1,1414.95,0.014193358134470565,2187,2366
12,0.05,207.75,210.1,0.0005655836341756906,2187,2366
127,0.05,723.0,614.7,-0.007489626556016595,2187,2366
617,0.05,359.5,431.45,0.010006954102920722,2187,2366
550,0.05,682.4,781.3,0.007246483001172332,2187,2366
1131,0.05,100.5,130.1,0.014726368159203978,2187,2366
84,0.05,1277.0,1353.9,0.0030109631949882575,2187,2366
352,0.05,2641.0,2524.0,-0.002215070049223779,2187,2366
1557,0.05,1769.9,1504.0,-0.007511723826204873,2187,2366
563,0.05,3634.9,1359.3,-0.031302099094885696,2187,2366
983,0.05,501.7,623.75,0.012163643611720154,2187,2366
588,0.05,1802.7,1769.0,-0.0009347090475398026,2187,2366
1677,0.05,246.46616541353384,285.5,0.007918700427089687,2187,2366
1002,0.05,1519.95,2133.3,0.02017665054771539,2187,2366
296,0.05,803.2,744.0,-0.0036852589641434294,2187,2366
1604,0.05,504.0,602.2666666666667,0.009748677248677248,2187,2366
481,0.05,676.5,495.0,-0.013414634146341465,2187,2366
661,0.05,1605.0,1284.0,-0.01,2368,2548
903,0.05,139.55,172.95,0.011967036904335355,2368,2548
1425,0.05,2975.5,3322.9,0.005837674340446985,2368,2548
147,0.05,3569.85,4138.6,0.00796602098127373,2368,2548
1551,0.05,1312.6,1206.1,-0.004056833765046473,2368,2548
1142,0.05,1181.0,1486.6,0.012938187976291276,2368,2548
144,0.05,8339.7,9281.75,0.005647984939506212,2368,2548
2682,0.05,1103.85,1419.85,0.014313538977216109,2368,2548
1002,0.05,2215.0,2637.7,0.009541760722347626,2368,2548
1604,0.05,620.6666666666666,579.95,-0.003280075187969918,2368,2548
983,0.05,638.5,732.5,0.0073610023492560695,2368,2548
1180,0.05,265.05,348.35,0.015714016223354086,2368,2548
584,0.05,291.8,264.35,-0.004703564084989718,2368,2548
1358,0.05,21453.5,20539.95,-0.0021291397674039186,2368,2548
1131,0.05,134.0,113.0,-0.00783582089552239,2368,2548
1376,0.05,1261.0,1539.0,0.011022997620935766,2368,2548
426,0.05,103.95,87.35,-0.00798460798460799,2368,2548
1213,0.05,800.1,754.6,-0.00284339457567804,2368,2548
2242,0.05,113.85,98.7,-0.006653491436100128,2368,2548
2988,0.05,1947.0,3250.0,0.033461736004108886,2368,2548
18,0.05,208.95,154.5,-0.01302943287867911,2551,2730
176,0.05,521.5,505.0,-0.0015819750719079579,2551,2730
189,0.05,455.3,575.8,0.013233033164946183,2551,2730
215,0.05,476.0,383.0,-0.00976890756302521,2551,2730
343,0.05,228.6,164.5,-0.014020122484689415,2551,2730
617,0.05,541.1,367.0,-0.0160875993346886,2551,2730
618,0.05,502.0,391.6,-0.01099601593625498,2551,2730
618,0.05,502.0,419.0,-0.008266932270916336,2551,2730
903,0.05,172.4,153.05,-0.005611948955916472,2551,2730
1002,0.05,2573.55,2677.95,0.002028326630529806,2551,2730
1132,0.05,4223.7,4039.0,-0.0021864715770532925,2551,2730
1142,0.05,1462.95,1565.0,0.003487815714822788,2551,2730
1509,0.05,315.0,383.0,0.010793650793650795,2551,2730
1604,0.05,572.7,436.95,-0.011851754845468836,2551,2730
2523,0.05,789.8,494.4,-0.018700936946062296,2551,2730
2552,0.05,1009.0,1600.0,0.029286422200198215,2551,2730
2711,0.05,998.25,781.1,-0.010876533934385174,2551,2730
2761,0.05,433.0,447.0,0.0016166281755196307,2551,2730
2772,0.05,627.9,524.95,-0.00819796145883102,2551,2730
2884,0.05,382.7,452.45,0.009112882153122552,2551,2730
2988,0.05,3220.0,2464.0,-0.01173913043478261,2551,2730
