,Annualized Return,Annualized Vol,Skewness,Kurtosis,Cornish-Fisher VaR (5%),Historic CVaR (5%),Sharpe Ratio,Max Drawdown
Index Return,0.0709414351686819,0.17677782072434828,-0.9469313341215466,11.48359479957,0.04062472730318252,0.05721420777938716,0.03148504341733273,-0.3457326696612847
