,Annualized Return,Annualized Vol,Sharpe Ratio,Max Drawdown,Skewness,Kurtosis,Cornish-Fisher VaR (5%),Historic CVaR (5%)
Mean Return,15.930885661016148,28.041568074309964,0.32194761129010585,-59.89378987213073,-0.45359737477228534,5.0829127753163705,0.0640673442599816,0.09432910231931114
