,Annualized Return,Annualized Vol,Sharpe Ratio,Max Drawdown,Skewness,Kurtosis,Cornish-Fisher VaR (5%),Historic CVaR (5%)
Mean Return,12.923306318626281,17.520642002468147,0.3455420098210457,-33.05174507303278,-1.128859858966666,11.16793524055854,0.04047227653514884,0.05736465236708492
