,Annualized Return,Annualized Vol,Sharpe Ratio,Max Drawdown,Skewness,Kurtosis,Cornish-Fisher VaR (5%),Historic CVaR (5%)
Mean Return,23.022095479476935,21.622154799477467,0.7165299078638353,-32.05650225054383,-0.975312636844584,6.62929646063837,0.05040245258007473,0.07136702863667385
