,Annualized Return,Annualized Vol,Skewness,Kurtosis,Cornish-Fisher VaR (5%),Historic CVaR (5%),Sharpe Ratio,Max Drawdown
Mean Return,0.06742877952050419,0.22595722930908058,-0.5743548091301495,9.776756443999684,0.05034660113307082,0.07330187550402699,0.009963257212444962,-0.42430126542124774
