,Annualized Return,Annualized Vol,Skewness,Kurtosis,Cornish-Fisher VaR (5%),Historic CVaR (5%),Sharpe Ratio,Max Drawdown
Mean Return,0.0915670335275347,0.1323171192984479,-1.4798337058254978,12.735014210863845,0.031611875883179846,0.042343535828274326,0.19056111283081784,-0.24451479416969474
