,Annualized Return,Annualized Vol,Skewness,Kurtosis,Cornish-Fisher VaR (5%),Historic CVaR (5%),Sharpe Ratio,Max Drawdown
Mean Return,0.06988634996733678,0.15478587878944233,-1.4386571694615924,14.767757231859251,0.03653912477872351,0.05334332877466048,0.03115972324922264,-0.2916975002379245
