,Index,Factors,Annualized Return,Annualized Vol,Sharpe Ratio,Max Drawdown
0,2704,['Z-iVol'],0.08702094725636433,0.18030194765733198,0.1160861368598485,-0.30519942517445203
1,3385,['Z-iVol'],0.09080984579500373,0.1623737503583833,0.15086811683037443,-0.267080759326817
2,3386,['Z-iVol'],0.08525460272358187,0.1511946743618525,0.12748721170218824,-0.27072515295158206
3,2704,['Z-Vol'],0.036071713602908284,0.16931333589985573,-0.15932326565407556,-0.3347863020331543
4,3385,['Z-Vol'],0.09618351143936477,0.14537499447026764,0.20329079348398993,-0.24972637531585676
5,3386,['Z-Vol'],0.10089668587514367,0.13708607256223362,0.24792416728727687,-0.23744396155913966
6,2704,['Z-Alpha'],0.08659255017659406,0.2396944599493093,0.08557318884807716,-0.42442442535809316
7,3385,['Z-Alpha'],0.06668176600859632,0.22536498044753656,0.00795622240670124,-0.40976792981233057
8,3386,['Z-Alpha'],0.028774723242827926,0.2517137842989579,-0.13451075063162515,-0.48397210077643715
9,2704,['Z-Beta'],0.07186891645284321,0.1857609112188825,0.035963648968224717,-0.31543946927568045
10,3385,['Z-Beta'],0.06988634996733678,0.15478587878944233,0.03115972324922264,-0.2916975002379245
11,3386,['Z-Beta'],0.03163654173267316,0.14612250659079193,-0.21312051580597186,-0.3083733302225277
12,2704,"['Z-iVol', 'Z-Vol']",0.05418685272887336,0.1694646898563243,-0.05866701818658344,-0.33478630203315407
13,3385,"['Z-iVol', 'Z-Vol']",0.10540238049999395,0.15239290116885376,0.2508066973708336,-0.24393097543496334
14,3386,"['Z-iVol', 'Z-Vol']",0.09928873976310615,0.1415832506214756,0.22936446953411913,-0.23076222035329635
15,2704,"['Z-iVol', 'Z-Alpha']",0.08006574423141477,0.2106865448695009,0.06826402943112457,-0.4141523429738662
16,3385,"['Z-iVol', 'Z-Alpha']",0.06347705829237271,0.1794491009272911,-0.006736095378575594,-0.31631485511281365
17,3386,"['Z-iVol', 'Z-Alpha']",0.07791449777277637,0.17723677029971,0.0697808195394148,-0.3075528811038935
18,2704,"['Z-iVol', 'Z-Beta']",0.09054537403943352,0.16666490497455108,0.14548557501306275,-0.269699577002498
19,3385,"['Z-iVol', 'Z-Beta']",0.085139529339322,0.13836632025975093,0.13854055386989864,-0.25548717304194746
20,3386,"['Z-iVol', 'Z-Beta']",0.0915670335275347,0.1323171192984479,0.19056111283081784,-0.2445147941696947
21,2704,"['Z-Vol', 'Z-Alpha']",0.057756367939384434,0.18712039048906962,-0.035216827789650657,-0.37373144963356075
22,3385,"['Z-Vol', 'Z-Alpha']",0.05554785913344018,0.16769378875994218,-0.051654855234184456,-0.32835903717966836
23,3386,"['Z-Vol', 'Z-Alpha']",0.09490793493936689,0.167655582527188,0.16909221989571677,-0.27887276399622424
24,2704,"['Z-Vol', 'Z-Beta']",0.08878086215145475,0.16640583394719552,0.13574176392499568,-0.26969957700249797
25,3385,"['Z-Vol', 'Z-Beta']",0.07413126930800851,0.14084466007519156,0.06260337975369352,-0.25717373876351385
26,3386,"['Z-Vol', 'Z-Beta']",0.06923173939688865,0.13136728117543392,0.032061858060188485,-0.24093902823238683
27,2704,"['Z-Alpha', 'Z-Beta']",0.09941297858723575,0.17950232297978477,0.1815205713226165,-0.24786161756394323
28,3385,"['Z-Alpha', 'Z-Beta']",0.09297178408553286,0.16739313104725118,0.15848158998193412,-0.27191386949401863
29,3386,"['Z-Alpha', 'Z-Beta']",0.08393448872663711,0.16382332766677882,0.11006472839619429,-0.3024858832933286
30,2704,"['Z-iVol', 'Z-Vol', 'Z-Alpha']",0.10744188194643667,0.18447540411298124,0.21754688338823958,-0.3155368838014802
31,3385,"['Z-iVol', 'Z-Vol', 'Z-Alpha']",0.06019284625024346,0.16335603379133776,-0.02628251122912902,-0.30011315143638495
32,3386,"['Z-iVol', 'Z-Vol', 'Z-Alpha']",0.08056880498379582,0.15945763956073367,0.09323675297942004,-0.2771195829681644
33,2704,"['Z-iVol', 'Z-Vol', 'Z-Beta']",0.09212025483019692,0.15739147433814293,0.16347896204783152,-0.26428753880810046
34,3385,"['Z-iVol', 'Z-Vol', 'Z-Beta']",0.0842628531251488,0.1400900755991403,0.1309494662540849,-0.2512462690201976
35,3386,"['Z-iVol', 'Z-Vol', 'Z-Beta']",0.08702998770595038,0.1337913562940118,0.1565706275051429,-0.24868047704151167
36,2704,"['Z-iVol', 'Z-Alpha', 'Z-Beta']",0.10151209277976037,0.17398739920677223,0.19862394367445987,-0.3098953318297554
37,3385,"['Z-iVol', 'Z-Alpha', 'Z-Beta']",0.046993578067043185,0.15569769016536636,-0.1072803901595048,-0.30030747877937786
38,3386,"['Z-iVol', 'Z-Alpha', 'Z-Beta']",0.06997120205362828,0.14925608170678592,0.03285670659839821,-0.25905516051243244
39,2704,"['Z-Vol', 'Z-Alpha', 'Z-Beta']",0.06293486375838553,0.17641949561757847,-0.00973808560803697,-0.31964114193994747
40,3385,"['Z-Vol', 'Z-Alpha', 'Z-Beta']",0.05613659723737063,0.15549860563604534,-0.05212952422215896,-0.2852697302484549
41,3386,"['Z-Vol', 'Z-Alpha', 'Z-Beta']",0.08339701510344044,0.14977684800241334,0.11703177669455364,-0.2824846166366241
42,2704,"['Z-iVol', 'Z-Vol', 'Z-Alpha', 'Z-Beta']",0.09803608900262928,0.17420318402273505,0.17961545860091063,-0.26969957700249814
43,3385,"['Z-iVol', 'Z-Vol', 'Z-Alpha', 'Z-Beta']",0.061626062300971673,0.14670789070127904,-0.020057206019000188,-0.2606426908796584
44,3386,"['Z-iVol', 'Z-Vol', 'Z-Alpha', 'Z-Beta']",0.07576883444489746,0.14304238753819812,0.07240470982519073,-0.25989970170968923
